Auction_id,Auction_Desc,round_num,bidder_id,bidder_name,bip_name,bip_desc,bid_rnd_num,net_bid_amt,bid_amt
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA001-B,Bangor ME,40,"437,000","437,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-BEA001-C,Bangor ME,115,"316,000","316,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA002-B,Portland ME,52,"3,513,000","3,513,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-BEA002-C,Portland ME,85,"2,229,000","2,229,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA003-B,Boston-Worcester MA-NH-RI-VT,48,"76,849,000","76,849,000"
66,Advanced Wireless Services,161,14980726,"Cingular AWS, LLC",AW-BEA003-C,Boston-Worcester MA-NH-RI-VT,35,"30,470,000","30,470,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA495-A,Mississippi 3 - Bolivar,101,"178,000","178,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA496-A,Mississippi 4 - Yalobusha,69,"340,000","340,000"
66,Advanced Wireless Services,161,15031388,Daredevil Communications LLC,AW-CMA497-A,Mississippi 5 - Washington,90,"75,750","101,000"
66,Advanced Wireless Services,161,14460646,"LL License Holdings II, LLC",AW-CMA489-A,Minnesota 8 - Lac qui Parle,14,"160,650","189,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA498-A,Mississippi 6 - Montgomery,1,"113,000","113,000"
66,Advanced Wireless Services,161,14460646,"LL License Holdings II, LLC",AW-CMA490-A,Minnesota 9 - Pipestone,14,"385,900","454,000"
66,Advanced Wireless Services,161,15024532,LCDW Wireless Limited Partnership,AW-CMA491-A,Minnesota 10 - Le Sueur,26,"385,500","514,000"
66,Advanced Wireless Services,161,14993794,Midwest AWS Limited Partnership,AW-CMA492-A,Minnesota 11 - Goodhue,32,"366,750","489,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA493-A,Mississippi 1 - Tunica,82,"597,000","597,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA494-A,Mississippi 2 - Benton,42,"155,000","155,000"
66,Advanced Wireless Services,161,12882643,"Pine Cellular Phones, Inc.",AW-CMA332-A,Arkansas 9 - Polk,50,"92,000","92,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA333-A,Arkansas 10 - Garland,37,"101,000","101,000"
66,Advanced Wireless Services,161,3290673,Cellco Partnership d/b/a Verizon Wireles,AW-CMA334-A,Arkansas 11 - Hempstead,127,"41,000","41,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA330-A,Arkansas 7 - Pope,37,"77,000","77,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA336-A,California 1 - Del Norte,37,"127,000","127,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA337-A,California 2 - Modoc,63,"38,000","38,000"
66,Advanced Wireless Services,161,15020555,Volcano Internet Provider,AW-CMA338-A,California 3 - Alpine,82,"105,000","105,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA339-A,California 4 - Madera,66,"454,000","454,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA340-A,California 5 - San Luis Obispo,82,"184,000","184,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA160-B,LA-Riverside-Orange Cnty CA-AZ,32,"215,620,000","215,620,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-BEA161-C,San Diego CA,34,"15,587,000","15,587,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA159-B,Tucson AZ,82,"4,735,000","4,735,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA162-B,Fresno CA,31,"4,658,000","4,658,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-BEA160-C,LA-Riverside-Orange Cnty CA-AZ,34,"114,816,000","114,816,000"
66,Advanced Wireless Services,161,14980726,"Cingular AWS, LLC",AW-BEA159-C,Tucson AZ,81,"2,082,000","2,082,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA161-B,San Diego CA,35,"21,930,000","21,930,000"
66,Advanced Wireless Services,161,15013204,"Atlantic Wireless, L.P.",AW-BEA162-C,Fresno CA,49,"2,395,500","3,194,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA163-B,San Fran.-Oakland-San Jose CA,46,"80,834,000","80,834,000"
66,Advanced Wireless Services,161,15013204,"Atlantic Wireless, L.P.",AW-BEA163-C,San Fran.-Oakland-San Jose CA,44,"23,028,000","30,704,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA164-B,Sacramento-Yolo CA,31,"8,878,000","8,878,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA099-A,"York, PA",21,"473,000","473,000"
66,Advanced Wireless Services,161,1711837,"Command Connect, LLC",AW-CMA101-A,"Beaumont-Port Arthur, TX",88,"459,850","541,000"
66,Advanced Wireless Services,161,15019003,"Barat Wireless, L.P.",AW-CMA102-A,"Des Moines, IA",58,"2,259,000","3,012,000"
66,Advanced Wireless Services,161,3010493,Cincinnati Bell Wireless LLC,AW-CMA103-A,"Peoria, IL",67,"347,000","347,000"
66,Advanced Wireless Services,161,14980726,"Cingular AWS, LLC",AW-CMA104-A,"Newport News-Hampton, VA",57,"5,886,000","5,886,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA105-A,"Lancaster, PA",92,"2,511,000","2,511,000"
66,Advanced Wireless Services,161,14980726,"Cingular AWS, LLC",AW-CMA106-A,"Jackson, MS",76,"3,027,000","3,027,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA107-A,"Stockton, CA",43,"2,185,000","2,185,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA108-A,"Augusta, GA-SC",21,"453,000","453,000"
66,Advanced Wireless Services,161,3290673,Cellco Partnership d/b/a Verizon Wireles,AW-CMA100-A,"Shreveport, LA",126,"1,299,000","1,299,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA378-A,Georgia 8 - Warren,40,"100,000","100,000"
66,Advanced Wireless Services,161,7024607,"Public Service Wireless Services, Inc.",AW-CMA379-A,Georgia 9 - Marion,1,"74,000","74,000"
66,Advanced Wireless Services,161,15031388,Daredevil Communications LLC,AW-CMA380-A,Georgia 10 - Bleckley,139,"81,000","108,000"
66,Advanced Wireless Services,161,15031388,Daredevil Communications LLC,AW-CMA381-A,Georgia 11 - Toombs,139,"81,000","108,000"
66,Advanced Wireless Services,161,15024631,"Cavalier Wireless, LLC",AW-CMA383-A,Georgia 13 - Early,136,"70,500","94,000"
66,Advanced Wireless Services,161,15031388,Daredevil Communications LLC,AW-CMA384-A,Georgia 14 - Worth,139,"134,250","179,000"
66,Advanced Wireless Services,161,7024607,"Public Service Wireless Services, Inc.",AW-CMA375-A,Georgia 5 - Haralson,55,"1,464,000","1,464,000"
66,Advanced Wireless Services,161,7024607,"Public Service Wireless Services, Inc.",AW-CMA376-A,Georgia 6 - Spalding,55,"1,151,000","1,151,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA382-A,Georgia 12 - Liberty,101,"450,000","450,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA397-A,Illinois 4 - Adams,97,"217,000","217,000"
66,Advanced Wireless Services,161,15024631,"Cavalier Wireless, LLC",AW-CMA386-A,Hawaii 2 - Maui,81,"57,750","77,000"
66,Advanced Wireless Services,161,15024631,"Cavalier Wireless, LLC",AW-CMA387-A,Hawaii 3 - Hawaii,81,"66,750","89,000"
66,Advanced Wireless Services,161,15031388,Daredevil Communications LLC,AW-CMA398-A,Illinois 5 - Mason,90,"42,750","57,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA400-A,Illinois 7 - Vermilion,21,"141,000","141,000"
66,Advanced Wireless Services,161,11146479,"Mt. Vernon. Net, Inc.",AW-CMA401-A,Illinois 8 - Washington,58,"170,250","227,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA402-A,Illinois 9 - Clay,73,"175,000","175,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA403-A,Indiana 1 - Newton,31,"130,000","130,000"
66,Advanced Wireless Services,161,15024631,"Cavalier Wireless, LLC",AW-CMA385-A,Hawaii 1 - Kauai,81,"26,250","35,000"
66,Advanced Wireless Services,161,1646165,"Blackfoot Telephone Cooperative, Inc.",AW-CMA388-A,Idaho 1 - Boundary,68,"790,500","930,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA389-A,Idaho 2 - Idaho,92,"224,000","224,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA395-A,Illinois 2 - Bureau,82,"175,000","175,000"
66,Advanced Wireless Services,161,2594216,Mediapolis Telephone Company,AW-CMA396-A,Illinois 3 - Mercer,50,"240,000","320,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA390-A,Idaho 3 - Lemhi,82,"12,000","12,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA391-A,Idaho 4 - Elmore,92,"387,000","387,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA392-A,Idaho 5 - Butte,82,"191,000","191,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA393-A,Idaho 6 - Clark,82,"1,095,000","1,095,000"
66,Advanced Wireless Services,161,1565449,T-Mobile License LLC,AW-CMA394-A,Illinois 1 - Jo Daviess,82,"220,000","220,000"
66,Advanced Wireless Services,161,6236475,"Iowa Telecommunications Services, Inc.",AW-CMA413-A,Iowa 2 - Union,89,"248,000","248,000"
66,Advanced Wireless Services,161,6236475,"Iowa Telecommunications Services, Inc.",AW-CMA414-A,Iowa 3 - Monroe,13,"584,000","584,000"
66,Advanced Wireless Services,161,2594216,Mediapolis Telephone Company,AW-CMA415-A,Iowa 4 - Muscatine,60,"1,554,000","2,072,000"
66,Advanced Wireless Services,161,6236475,"Iowa Telecommunications Services, Inc.",AW-CMA416-A,Iowa 5 - Jackson,54,"1,182,000","1,182,000"
66,Advanced Wireless Services,161,6236475,"Iowa Telecommunications Services, Inc.",AW-CMA417-A,Iowa 6 - Iowa,52,"900,000","900,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA406-A,Indiana 4 - Miami,52,"118,000","118,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA407-A,Indiana 5 - Warren,59,"107,000","107,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA408-A,Indiana 6 - Randolph,68,"669,000","669,000"
66,Advanced Wireless Services,161,7770084,"Ligtel Communications, Inc.",AW-CMA404-A,Indiana 2 - Kosciusko,1,"96,050","113,000"
66,Advanced Wireless Services,161,6236475,"Iowa Telecommunications Services, Inc.",AW-CMA418-A,Iowa 7 - Audubon,72,"642,000","642,000"
66,Advanced Wireless Services,161,2898724,Southeastern Indiana Rural Telephone Coo,AW-CMA411-A,Indiana 9 - Decatur,58,"493,500","658,000"
66,Advanced Wireless Services,161,6236475,"Iowa Telecommunications Services, Inc.",AW-CMA412-A,Iowa 1 - Mills,63,"351,000","351,000"
66,Advanced Wireless Services,161,14460646,"LL License Holdings II, LLC",AW-CMA419-A,Iowa 8 - Monona,60,"539,750","635,000"
66,Advanced Wireless Services,161,14943443,"Smithville Spectrum, LLC",AW-CMA409-A,Indiana 7 - Owen,59,"1,071,000","1,071,000"
66,Advanced Wireless Services,161,14943443,"Smithville Spectrum, LLC",AW-CMA410-A,Indiana 8 - Brown,61,"940,000","940,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA597-A,Oklahoma 2 - Harper,71,"90,000","90,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA599-A,Oklahoma 4 - Nowata,93,"1,984,000","1,984,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA598-A,Oklahoma 3 - Grant,71,"854,000","854,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA594-A,Ohio 10 - Perry,81,"253,000","253,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA595-A,Ohio 11 - Columbiana,54,"67,000","67,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA596-A,Oklahoma 1 - Cimarron,76,"120,000","120,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA600-A,Oklahoma 5 - Roger Mills,96,"320,000","320,000"
66,Advanced Wireless Services,161,1700616,CROSS TELEPHONE COMPANY,AW-CMA601-A,Oklahoma 6 - Seminole,90,"1,344,700","1,582,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA602-A,Oklahoma 7 - Beckham,96,"994,000","994,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA603-A,Oklahoma 8 - Jackson,43,"584,000","584,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA604-A,Oklahoma 9 - Garvin,42,"1,010,000","1,010,000"
66,Advanced Wireless Services,161,15006471,CenturyTel Broadband Wireless LLC,AW-CMA512-A,Missouri 9 - Bates,82,"69,000","69,000"
66,Advanced Wireless Services,161,14955017,Fidelity Communications Company,AW-CMA513-A,Missouri 10 - Benton,1,"53,550","63,000"
66,Advanced Wireless Services,161,14955017,Fidelity Communications Company,AW-CMA514-A,Missouri 11 - Moniteau,2,"96,900","114,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA500-A,Mississippi 8 - Claiborne,82,"464,000","464,000"
66,Advanced Wireless Services,161,14955017,Fidelity Communications Company,AW-CMA515-A,Missouri 12 - Maries,10,"117,300","138,000"
66,Advanced Wireless Services,161,8101677,"Big River Telephone Company, LLC",AW-CMA516-A,Missouri 13 - Washington,1,"43,500","58,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA501-A,Mississippi 9 - Copiah,77,"75,000","75,000"
66,Advanced Wireless Services,161,15027766,Telephone Electronics Coporation,AW-CMA502-A,Mississippi 10 - Smith,82,"154,000","154,000"
66,Advanced Wireless Services,161,15027766,Telephone Electronics Coporation,AW-CMA503-A,Mississippi 11 - Lamar,82,"199,000","199,000"
66,Advanced Wireless Services,161,15027766,Telephone Electronics Coporation,AW-CMA499-A,Mississippi 7 - Leake,91,"206,000","206,000"
66,Advanced Wireless Services,161,2532497,Chariton Valley Communication Corporatio,AW-CMA508-A,Missouri 5 - Linn,11,"175,100","206,000"
66,Advanced Wireless Services,161,2532497,Chariton Valley Communication Corporatio,AW-CMA509-A,Missouri 6 - Marion,91,"52,700","62,000"
66,Advanced Wireless Services,161,3737392,"Grand River Communications, Inc.",AW-CMA510-A,Missouri 7 - Saline,1,"103,000","103,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA511-A,Missouri 8 - Callaway,64,"468,000","468,000"
66,Advanced Wireless Services,161,2534618,Northwest Missouri Cellular Limited Part,AW-CMA504-A,Missouri 1 - Atchison,1,"26,000","26,000"
66,Advanced Wireless Services,161,4337044,Northeast Missouri Rural Telephone Compa,AW-CMA505-A,Missouri 2 - Harrison,40,"23,800","28,000"
66,Advanced Wireless Services,161,3474327,"Cable One, Inc.",AW-CMA506-A,Missouri 3 - Schuyler,33,"209,000","209,000"
66,Advanced Wireless Services,161,3736253,"Green Hills Area Cellular Telephone, Inc",AW-CMA507-A,Missouri 4 - De Kalb,11,"181,050","213,000"
66,Advanced Wireless Services,161,15006471,CenturyTel Broadband Wireless LLC,AW-CMA517-A,Missouri 14 - Barton,78,"124,000","124,000"
66,Advanced Wireless Services,161,14955017,Fidelity Communications Company,AW-CMA519-A,Missouri 16 - Laclede,34,"158,100","186,000"
66,Advanced Wireless Services,161,15006471,CenturyTel Broadband Wireless LLC,AW-CMA520-A,Missouri 17 - Shannon,1,"33,000","33,000"
66,Advanced Wireless Services,161,8101677,"Big River Telephone Company, LLC",AW-CMA521-A,Missouri 18 - Perry,5,"138,750","185,000"
66,Advanced Wireless Services,161,3730835,BPS Telephone Company,AW-CMA522-A,Missouri 19 - Stoddard,6,"193,800","228,000"
66,Advanced Wireless Services,161,14955017,Fidelity Communications Company,AW-CMA518-A,Missouri 15 - Stone,34,"158,100","186,000"
66,Advanced Wireless Services,161,1646165,"Blackfoot Telephone Cooperative, Inc.",AW-CMA523-A,Montana 1 - Lincoln,12,"388,450","457,000"
66,Advanced Wireless Services,161,14999585,CCTN BIDDING CONSORTIUM,AW-CMA524-A,Montana 2 - Toole,8,"28,050","33,000"
66,Advanced Wireless Services,161,14999585,CCTN BIDDING CONSORTIUM,AW-CMA525-A,Montana 3 - Phillips,9,"11,050","13,000"
66,Advanced Wireless Services,161,14999585,CCTN BIDDING CONSORTIUM,AW-CMA526-A,Montana 4 - Daniels,9,"37,400","44,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA560-A,New York 2 - Franklin,57,"138,000","138,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA561-A,New York 3 - Chautauqua,19,"286,000","286,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA562-A,New York 4 - Yates,89,"1,312,000","1,312,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA563-A,New York 5 - Otsego,82,"354,000","354,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA564-A,New York 6 - Columbia,66,"105,000","105,000"
66,Advanced Wireless Services,161,7693377,"Carolina West Wireless, Inc.",AW-CMA565-A,North Carolina 1 - Cherokee,83,"238,000","238,000"
66,Advanced Wireless Services,161,7693377,"Carolina West Wireless, Inc.",AW-CMA566-A,North Carolina 2 - Yancey,58,"107,000","107,000"
66,Advanced Wireless Services,161,7693377,"Carolina West Wireless, Inc.",AW-CMA567-A,North Carolina 3 - Ashe,58,"108,000","108,000"
66,Advanced Wireless Services,161,7693377,"Carolina West Wireless, Inc.",AW-CMA568-A,North Carolina 4 - Henderson,58,"256,000","256,000"
66,Advanced Wireless Services,161,4373015,"ETCOM, LLC",AW-CMA569-A,North Carolina 5 - Anson,83,"212,250","283,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA570-A,North Carolina 6 - Chatham,78,"104,000","104,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA571-A,North Carolina 7 - Rockingham,74,"186,000","186,000"
66,Advanced Wireless Services,161,15006042,"18th Street Spectrum, LLC",AW-CMA572-A,North Carolina 8 - Northampton,69,"151,300","178,000"
66,Advanced Wireless Services,161,15028541,"Route 66 Wireless, LLC",AW-CMA573-A,North Carolina 9 - Camden,1,"54,000","72,000"
66,Advanced Wireless Services,161,15006042,"18th Street Spectrum, LLC",AW-CMA574-A,North Carolina 10 - Harnett,67,"201,450","237,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA575-A,North Carolina 11 - Hoke,93,"146,000","146,000"
66,Advanced Wireless Services,161,15006042,"18th Street Spectrum, LLC",AW-CMA578-A,North Carolina 14 - Pitt,64,"131,750","155,000"
66,Advanced Wireless Services,161,5411426,"Cellular South Licenses, Inc.",AW-CMA651-A,Tennessee 9 - Maury,79,"54,000","54,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA649-A,Tennessee 7 - Bledsoe,64,"170,000","170,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA645-A,Tennessee 3 - Macon,44,"220,000","220,000"
66,Advanced Wireless Services,161,7693377,"Carolina West Wireless, Inc.",AW-CMA650-A,Tennessee 8 - Johnson,83,"46,000","46,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA652-A,Texas 1 - Dallam,86,"143,000","143,000"
66,Advanced Wireless Services,161,7693377,"Carolina West Wireless, Inc.",AW-CMA646-A,Tennessee 4 - Hamblen,83,"811,000","811,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA643-A,Tennessee 1 - Lake,53,"478,000","478,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA644-A,Tennessee 2 - Cannon,44,"106,000","106,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA647-A,Tennessee 5 - Fayette,42,"222,000","222,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA648-A,Tennessee 6 - Giles,79,"495,000","495,000"
66,Advanced Wireless Services,161,1711837,"Command Connect, LLC",AW-CMA672-A,Texas 21 - Chambers,43,"17,000","20,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA673-A,Utah 1 - Box Elder,68,"213,000","213,000"
66,Advanced Wireless Services,161,15031065,Manti Telephone Company,AW-CMA674-A,Utah 2 - Morgan,47,"417,750","557,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA675-A,Utah 3 - Juab,46,"160,000","160,000"
66,Advanced Wireless Services,161,1649508,"Central Texas Telephone Investments, LP",AW-CMA665-A,Texas 14 - Loving,44,"116,000","116,000"
66,Advanced Wireless Services,161,1685841,"Hill Country Telephone Cooperative, Inc.",AW-CMA666-A,Texas 15 - Concho,45,"2,421,650","2,849,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA667-A,Texas 16 - Burleson,55,"4,350,000","4,350,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA668-A,Texas 17 - Newton,26,"183,000","183,000"
66,Advanced Wireless Services,161,1685841,"Hill Country Telephone Cooperative, Inc.",AW-CMA669-A,Texas 18 - Edwards,52,"1,573,350","1,851,000"
66,Advanced Wireless Services,161,4367074,C&W Enterprises INC.,AW-CMA670-A,Texas 19 - Atascosa,107,"192,100","226,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA671-A,Texas 20 - Wilson,43,"314,000","314,000"
66,Advanced Wireless Services,161,15031065,Manti Telephone Company,AW-CMA678-A,Utah 6 - Piute,4,"21,750","29,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA688-A,Virginia 8 - Amelia,72,"55,000","55,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA689-A,Virginia 9 - Greensville,72,"55,000","55,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA690-A,Virginia 10 - Frederick,51,"880,000","880,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA691-A,Virginia 11 - Madison,71,"832,000","832,000"
66,Advanced Wireless Services,161,15031065,Manti Telephone Company,AW-CMA676-A,Utah 4 - Beaver,50,"204,000","272,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA679-A,Vermont 1 - Franklin,109,"175,000","175,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA680-A,Vermont 2 - Addison,133,"2,149,000","2,149,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA681-A,Virginia 1 - Lee,85,"94,000","94,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA682-A,Virginia 2 - Tazewell,85,"269,000","269,000"
66,Advanced Wireless Services,161,5849518,NTELOS Inc.,AW-CMA683-A,Virginia 3 - Giles,85,"237,000","237,000"
66,Advanced Wireless Services,161,15031065,Manti Telephone Company,AW-CMA677-A,Utah 5 - Carbon,47,"546,750","729,000"
66,Advanced Wireless Services,161,5849518,NTELOS Inc.,AW-CMA684-A,Virginia 4 - Bedford,79,"112,000","112,000"
66,Advanced Wireless Services,161,5849518,NTELOS Inc.,AW-CMA685-A,Virginia 5 - Bath,79,"38,000","38,000"
66,Advanced Wireless Services,161,5849518,NTELOS Inc.,AW-CMA686-A,Virginia 6 - Highland,42,"281,000","281,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-CMA687-A,Virginia 7 - Buckingham,72,"57,000","57,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA696-A,Washington 4 - Grays Harbor,67,"235,000","235,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA697-A,Washington 5 - Kittitas,82,"91,000","91,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA698-A,Washington 6 - Pacific,67,"372,000","372,000"
66,Advanced Wireless Services,161,3767324,American Cellular Corporation,AW-CMA701-A,West Virginia 1 - Mason,54,"46,000","46,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA692-A,Virginia 12 - Caroline,71,"695,000","695,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-CMA693-A,Washington 1 - Clallam,67,"430,000","430,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA694-A,Washington 2 - Okanogan,34,"83,000","83,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA695-A,Washington 3 - Ferry,82,"42,000","42,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA699-A,Washington 7 - Skamania,43,"17,000","17,000"
66,Advanced Wireless Services,161,15021066,"Red Rock Spectrum Holdings, LLC",AW-CMA700-A,Washington 8 - Whitman,82,"247,000","247,000"
66,Advanced Wireless Services,161,14980726,"Cingular AWS, LLC",AW-BEA022-B,Fayetteville NC,22,"438,000","438,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-BEA025-C,Wilmington NC-SC,131,"1,362,000","1,362,000"
66,Advanced Wireless Services,161,9927922,"Cricket Licensee (Reauction), Inc.",AW-BEA023-C,Charlotte-Gastonia NC-SC,50,"8,318,000","8,318,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-BEA022-C,Fayetteville NC,61,"293,000","293,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA023-B,Charlotte-Gastonia NC-SC,46,"13,690,000","13,690,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA026-B,Charleston-North Charleston SC,58,"3,067,000","3,067,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA024-B,Columbia SC,46,"5,034,000","5,034,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-BEA024-C,Columbia SC,50,"2,402,000","2,402,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA025-B,Wilmington NC-SC,121,"7,658,000","7,658,000"
66,Advanced Wireless Services,161,15028434,SpectrumCo LLC,AW-BEA032-B,Fort Myers-Cape Coral FL,61,"1,765,000","1,765,000"
66,Advanced Wireless Services,161,15022023,AWS Wireless Inc.,AW-BEA032-C,Fort Myers-Cape Coral FL,119,"1,109,000","1,109,000"
