auction_id,auction_description,round,item_name,item_description,pwb_amount,net_pwb_amount,pw_bidder,round_of_pwb,previous_pw_bidder,round_of_previous_pwb,previous_pwb_amount,previous_net_pwb_amount
73,700 MHz Band,261,WY-BEA013-A,Wash.-Balt. DC-MD-VA-WV-PA,"122,688,000","122,688,000",Cellco Partnership d/b/a Verizon Wireless,21,"Bluewater Wireless, L.P.",20,"112,757,000",0
73,700 MHz Band,261,WY-BEA014-A,Salisbury MD-DE-VA,"684,000","513,000","Triad 700, LLC",75,"PCS Partners, L.P.",74,"658,000",0
73,700 MHz Band,261,WY-BEA015-A,Richmond-Petersburg VA,"7,202,000","5,401,500",Continuum 700 LLC,181,"Cavalier Wireless, LLC",180,"6,925,000",0
73,700 MHz Band,261,WY-BEA016-A,Staunton VA-WV,"533,000","399,750","Cavalier Wireless, LLC",64,"King Street Wireless, L.P.",63,"513,000",0
73,700 MHz Band,261,WY-BEA017-A,Roanoke VA-NC-WV,"3,151,000","2,363,250","King Street Wireless, L.P.",93,"Cavalier Wireless, LLC",92,"3,031,000",0
73,700 MHz Band,261,WY-BEA018-A,Greensboro-Winston-Salem NC-VA,"4,872,000","3,654,000","Cavalier Wireless, LLC",60,Cellco Partnership d/b/a Verizon Wireless,22,"4,776,000",0
73,700 MHz Band,261,WY-BEA019-A,Raleigh-Durham-Chapel Hill NC,"9,080,000","6,810,000","King Street Wireless, L.P.",73,"Cavalier Wireless, LLC",72,"8,781,000",0
73,700 MHz Band,261,WY-BEA020-A,Norfolk-Virginia Beach VA-NC,"18,868,000","18,868,000","Cox Wireless, Inc.",45,Continuum 700 LLC,44,"18,142,000",0
73,700 MHz Band,261,WY-BEA021-A,Greenville NC,"1,613,000","1,209,750","Cavalier Wireless, LLC",151,"Kurian, Thomas K",150,"1,524,000",0
73,700 MHz Band,261,WY-BEA022-A,Fayetteville NC,"887,000","753,950","AWS Spectrum, LLC",75,"Cavalier Wireless, LLC",74,"853,000",0
73,700 MHz Band,261,WY-BEA023-A,Charlotte-Gastonia NC-SC,"7,811,000","5,858,250","Cavalier Wireless, LLC",27,Cellco Partnership d/b/a Verizon Wireless,23,"7,429,000",0
73,700 MHz Band,261,WY-BEA024-A,Columbia SC,"2,782,000","2,086,500","Cavalier Wireless, LLC",39,Continuum 700 LLC,38,"2,691,000",0
73,700 MHz Band,261,WY-BEA025-A,Wilmington NC-SC,"8,469,000","8,469,000","Horry Telephone Cooperative, Inc.",172,Continuum 700 LLC,171,"8,190,000",0
73,700 MHz Band,261,WY-BEA026-A,Charleston-North Charleston SC,"3,955,000","2,966,250",Continuum 700 LLC,43,"Cavalier Wireless, LLC",42,"3,734,000",0
73,700 MHz Band,261,WY-BEA027-A,Augusta-Aiken GA-SC,"1,259,000","944,250","Cavalier Wireless, LLC",143,"Kurian, Thomas K",142,"1,217,000",0
73,700 MHz Band,261,WY-BEA028-A,Savannah GA-SC,"3,899,000","2,924,250",Continuum 700 LLC,56,"Cavalier Wireless, LLC",55,"3,750,000",0
73,700 MHz Band,261,WY-BEA029-A,Jacksonville FL-GA,"29,852,000","22,389,000",Continuum 700 LLC,33,Cellco Partnership d/b/a Verizon Wireless,26,"28,430,000",0
73,700 MHz Band,261,WY-BEA030-A,Orlando FL,"66,463,000","66,463,000",Cellco Partnership d/b/a Verizon Wireless,22,"MetroPCS 700 MHz, LLC",21,"60,472,000",0
73,700 MHz Band,261,WY-BEA031-A,Miami-Fort Lauderdale FL,"64,773,000","64,773,000",Cellco Partnership d/b/a Verizon Wireless,23,"Bluewater Wireless, L.P.",22,"58,895,000",0
73,700 MHz Band,261,WY-BEA032-A,Fort Myers-Cape Coral FL,"5,726,000","4,294,500",Continuum 700 LLC,90,"Triad 700, LLC",89,"5,506,000",0
73,700 MHz Band,261,WY-BEA033-A,Sarasota-Bradenton FL,"6,101,000","4,575,750",Continuum 700 LLC,82,"Triad 700, LLC",81,"5,866,000",0
73,700 MHz Band,261,WY-BEA034-A,Tampa-St. Petersburg FL,"102,138,000","102,138,000",Cellco Partnership d/b/a Verizon Wireless,25,"MetroPCS 700 MHz, LLC",24,"94,101,000",0
73,700 MHz Band,261,WY-BEA035-A,Tallahassee FL-GA,"4,138,000","3,103,500","Cavalier Wireless, LLC",96,"Cellular South Licenses, Inc.",49,"4,057,000",0
73,700 MHz Band,261,WY-BEA036-A,Dothan AL-FL-GA,"7,973,000","7,973,000",CenturyTel Broadband Wireless LLC,74,"Cellular South Licenses, Inc.",73,"7,699,000",0
73,700 MHz Band,261,WY-BEA037-A,Albany GA,"647,000","485,250","Cavalier Wireless, LLC",45,"Cellular South Licenses, Inc.",44,"622,000",0
73,700 MHz Band,261,WY-BEA038-A,Macon GA,"2,635,000","2,635,000","Cox Wireless, Inc.",160,"Cavalier Wireless, LLC",159,"2,535,000",0
73,700 MHz Band,261,WY-BEA039-A,Columbus GA-AL,"3,299,000","3,299,000","Cellular South Licenses, Inc.",26,Cellco Partnership d/b/a Verizon Wireless,25,"2,998,000",0
73,700 MHz Band,261,WY-BEA040-A,Atlanta GA-AL-NC,"103,388,000","103,388,000",Cellco Partnership d/b/a Verizon Wireless,20,"Cellular South Licenses, Inc.",19,"94,941,000",0
73,700 MHz Band,261,WY-BEA041-A,Greenville-Spartanburg SC-NC,"3,181,000","2,385,750","Cavalier Wireless, LLC",49,Continuum 700 LLC,48,"3,071,000",0
73,700 MHz Band,261,WY-BEA042-A,Asheville NC,"1,440,000","1,080,000","Cavalier Wireless, LLC",57,"King Street Wireless, L.P.",56,"1,384,000",0
73,700 MHz Band,261,WY-BEA043-A,Chattanooga TN-GA,"15,121,000","15,121,000","Cellular South Licenses, Inc.",27,Cellco Partnership d/b/a Verizon Wireless,26,"13,746,000",0
73,700 MHz Band,261,WY-BEA044-A,Knoxville TN,"13,695,000","13,695,000","Cellular South Licenses, Inc.",27,Cellco Partnership d/b/a Verizon Wireless,26,"12,450,000",0
73,700 MHz Band,261,WY-BEA045-A,Johnson City-Kingsport TN-VA,"1,108,000","1,108,000","Cellular South Licenses, Inc.",96,"Cavalier Wireless, LLC",95,"1,065,000",0
73,700 MHz Band,261,WY-BEA046-A,Hickory-Morganton NC-TN,"1,140,000","855,000","King Street Wireless, L.P.",89,"Cavalier Wireless, LLC",88,"1,096,000",0
73,700 MHz Band,261,WY-BEA047-A,Lexington KY-TN-VA-WV,"3,925,000","2,943,750","Cavalier Wireless, LLC",102,"Cellular South Licenses, Inc.",101,"3,774,000",0
73,700 MHz Band,261,WY-BEA048-A,Charleston WV-KY-OH,"1,993,000","1,494,750","King Street Wireless, L.P.",88,"Miller, David",87,"1,917,000",0
73,700 MHz Band,261,WY-BEA049-A,Cincinnati-Hamilton OH-KY-IN,"23,601,000","23,601,000",Cellco Partnership d/b/a Verizon Wireless,23,"Bluewater Wireless, L.P.",22,"21,478,000",0
73,700 MHz Band,261,WY-BEA050-A,Dayton-Springfield OH,"2,628,000","2,628,000",Cincinnati Bell Wireless LLC,31,Cellco Partnership d/b/a Verizon Wireless,5,"2,503,000",0
73,700 MHz Band,261,WY-BEA051-A,Columbus OH,"7,814,000","5,860,500",Continuum 700 LLC,33,Cellco Partnership d/b/a Verizon Wireless,25,"7,442,000",0
73,700 MHz Band,261,WY-BEA052-A,Wheeling WV-OH,0,0,FCC,0,"Miller, David",76,"152,000",0
73,700 MHz Band,261,WY-BEA053-A,Pittsburgh PA-WV,"8,407,000","6,305,250","MCBRIDE SPECTRUM PARTNERS, LLC",69,"Cavalier Wireless, LLC",66,"8,232,000",0
73,700 MHz Band,261,WY-BEA054-A,Erie PA,"379,000","284,250","Triad 700, LLC",122,"Miller, David",121,"367,000",0
73,700 MHz Band,261,WY-BEA055-A,Cleveland-Akron OH-PA,"18,654,000","18,654,000",Cellco Partnership d/b/a Verizon Wireless,22,"Bluewater Wireless, L.P.",21,"16,951,000",0
73,700 MHz Band,261,WY-BEA056-A,Toledo OH,"3,620,000","2,715,000","Cavalier Wireless, LLC",26,"Triad 700, LLC",25,"3,291,000",0
73,700 MHz Band,261,WY-BEA057-A,Detroit-Ann Arbor-Flint MI,"79,490,000","79,490,000",Cellco Partnership d/b/a Verizon Wireless,17,"Bluewater Wireless, L.P.",16,"66,242,000",0
73,700 MHz Band,261,WY-BEA058-A,Northern Michigan MI,"450,000","450,000",CenturyTel Broadband Wireless LLC,74,"NSIGHTTEL WIRELESS, LLC",29,"441,000",0
73,700 MHz Band,261,WY-BEA059-A,Green Bay WI-MI,"12,170,000","12,170,000",CenturyTel Broadband Wireless LLC,35,"King Street Wireless, L.P.",34,"11,702,000",0
73,700 MHz Band,261,WY-BEA060-A,Appleton-Oshkosh-Neenah WI,"6,831,000","5,123,250","King Street Wireless, L.P.",40,CenturyTel Broadband Wireless LLC,39,"6,568,000",0
73,700 MHz Band,261,WY-BEA061-A,Traverse City MI,"718,000","718,000",CenturyTel Broadband Wireless LLC,27,"Cavalier Wireless, LLC",26,"653,000",0
73,700 MHz Band,261,WY-BEA062-A,Grand Rapids-Muskegon MI,"13,555,000","13,555,000",Cellco Partnership d/b/a Verizon Wireless,14,"MetroPCS 700 MHz, LLC",13,"11,296,000",0
73,700 MHz Band,261,WY-BEA063-A,Milwaukee-Racine WI,"17,760,000","13,320,000","King Street Wireless, L.P.",35,Cellco Partnership d/b/a Verizon Wireless,21,"17,412,000",0
73,700 MHz Band,261,WY-BEA064-A,Chicago-Gary-Kenosha IL-IN-WI,"152,532,000","152,532,000",Cellco Partnership d/b/a Verizon Wireless,20,"Bluewater Wireless, L.P.",19,"138,756,000",0
73,700 MHz Band,261,WY-BEA065-A,Elkhart-Goshen IN-MI,"3,797,000","2,847,750","King Street Wireless, L.P.",87,"I-700, LLC",86,"3,651,000",0
73,700 MHz Band,261,WY-BEA066-A,Fort Wayne IN,"2,306,000","1,729,500","King Street Wireless, L.P.",94,"I-700, LLC",93,"2,218,000",0
73,700 MHz Band,261,WY-BEA067-A,Indianapolis IN-IL,"31,858,000","31,858,000",Cellco Partnership d/b/a Verizon Wireless,24,"King Street Wireless, L.P.",23,"28,446,000",0
73,700 MHz Band,261,WY-BEA068-A,Champaign-Urbana IL,"4,538,000","3,403,500","King Street Wireless, L.P.",51,"I-700, LLC",50,"4,363,000",0
73,700 MHz Band,261,WY-BEA069-A,Evansville-Henderson IN-KY-IL,"1,727,000","1,727,000","I-700, LLC",95,"Cavalier Wireless, LLC",94,"1,670,000",0
73,700 MHz Band,261,WY-BEA070-A,Louisville KY-IN,"3,620,000","2,715,000","Cavalier Wireless, LLC",75,Continuum 700 LLC,74,"3,501,000",0
73,700 MHz Band,261,WY-BEA071-A,Nashville TN-KY,"49,201,000","49,201,000","Cellular South Licenses, Inc.",27,Cellco Partnership d/b/a Verizon Wireless,26,"44,728,000",0
73,700 MHz Band,261,WY-BEA072-A,Paducah KY-IL,"441,000","441,000","I-700, LLC",149,"Cellular South Licenses, Inc.",148,"424,000",0
73,700 MHz Band,261,WY-BEA073-A,Memphis TN-AR-MS-KY,"25,228,000","25,228,000","Cellular South Licenses, Inc.",26,Cellco Partnership d/b/a Verizon Wireless,25,"23,251,000",0
73,700 MHz Band,261,WY-BEA074-A,Huntsville AL-TN,"15,851,000","15,851,000","Cellular South Licenses, Inc.",20,CenturyTel Broadband Wireless LLC,19,"14,387,000",0
73,700 MHz Band,261,WY-BEA075-A,Tupelo MS-AL-TN,"5,219,000","5,219,000","Cellular South Licenses, Inc.",73,CenturyTel Broadband Wireless LLC,70,"5,108,000",0
73,700 MHz Band,261,WY-BEA076-A,Greenville MS,"1,971,000","1,971,000","Cellular South Licenses, Inc.",73,CenturyTel Broadband Wireless LLC,70,"1,929,000",0
73,700 MHz Band,261,WY-BEA077-A,Jackson MS-AL-LA,"12,790,000","12,790,000","Cellular South Licenses, Inc.",20,CenturyTel Broadband Wireless LLC,19,"11,658,000",0
73,700 MHz Band,261,WY-BEA078-A,Birmingham AL,"15,856,000","15,856,000","Cellular South Licenses, Inc.",19,Cellco Partnership d/b/a Verizon Wireless,18,"13,682,000",0
73,700 MHz Band,261,WY-BEA079-A,Montgomery AL,"8,410,000","8,410,000","Cellular South Licenses, Inc.",74,CenturyTel Broadband Wireless LLC,73,"8,087,000",0
73,700 MHz Band,261,WY-BEA080-A,Mobile AL,"11,719,000","11,719,000","Cellular South Licenses, Inc.",16,CenturyTel Broadband Wireless LLC,15,"9,766,000",0
73,700 MHz Band,261,WY-BEA081-A,Pensacola FL,"19,427,000","19,427,000","Cox Wireless, Inc.",70,"Cellular South Licenses, Inc.",67,"19,016,000",0
73,700 MHz Band,261,WY-BEA082-A,Biloxi-Gulfport-Pascagoula MS,"4,777,000","4,777,000","Cellular South Licenses, Inc.",73,CenturyTel Broadband Wireless LLC,72,"4,592,000",0
73,700 MHz Band,261,WY-BEA083-A,New Orleans LA-MS,"15,129,000","15,129,000","Cox Wireless, Inc.",20,"Bluewater Wireless, L.P.",19,"13,126,000",0
73,700 MHz Band,261,WY-BEA084-A,Baton Rouge LA-MS,"9,517,000","9,517,000","Cox Wireless, Inc.",23,CenturyTel Broadband Wireless LLC,18,"9,060,000",0
73,700 MHz Band,261,WY-BEA085-A,Lafayette LA,"10,614,000","10,614,000",CenturyTel Broadband Wireless LLC,31,"Cox Wireless, Inc.",30,"9,649,000",0
73,700 MHz Band,261,WY-BEA086-A,Lake Charles LA,"3,533,000","3,533,000",CenturyTel Broadband Wireless LLC,27,Cellco Partnership d/b/a Verizon Wireless,26,"3,212,000",0
73,700 MHz Band,261,WY-BEA087-A,Beaumont-Port Arthur TX,"1,167,000","875,250","Cavalier Wireless, LLC",29,"Command Connect, LLC",28,"1,058,000",0
73,700 MHz Band,261,WY-BEA088-A,Shreveport-Bossier City LA-AR,"4,499,000","4,499,000",CenturyTel Broadband Wireless LLC,30,"Cavalier Wireless, LLC",29,"4,078,000",0
73,700 MHz Band,261,WY-BEA089-A,Monroe LA,"1,091,000","1,091,000",CenturyTel Broadband Wireless LLC,33,"Bayou Internet, Inc.",32,"1,001,000",0
73,700 MHz Band,261,WY-BEA090-A,Little Rock AR,"11,309,000","11,309,000",CenturyTel Broadband Wireless LLC,72,"Cellular South Licenses, Inc.",71,"10,937,000",0
73,700 MHz Band,261,WY-BEA091-A,Fort Smith AR-OK,"6,277,000","6,277,000",CenturyTel Broadband Wireless LLC,97,"Cox Wireless, Inc.",96,"6,036,000",0
73,700 MHz Band,261,WY-BEA092-A,Fayetteville AR-MO-OK,"6,180,000","6,180,000","Cox Wireless, Inc.",117,CenturyTel Broadband Wireless LLC,116,"5,977,000",0
73,700 MHz Band,261,WY-BEA093-A,Joplin MO-KS-OK,"560,000","420,000","King Street Wireless, L.P.",27,"Cavalier Wireless, LLC",26,"507,000",0
73,700 MHz Band,261,WY-BEA094-A,Springfield MO,"21,928,000","21,928,000",CenturyTel Broadband Wireless LLC,81,"King Street Wireless, L.P.",80,"21,085,000",0
73,700 MHz Band,261,WY-BEA095-A,Jonesboro AR-MO,"504,000","504,000",CenturyTel Broadband Wireless LLC,29,"Cavalier Wireless, LLC",28,"458,000",0
73,700 MHz Band,261,WY-BEA096-A,St. Louis MO-IL,"60,918,000","45,688,500","King Street Wireless, L.P.",26,Cellco Partnership d/b/a Verizon Wireless,25,"55,365,000",0
73,700 MHz Band,261,WY-BEA097-A,Springfield IL-MO,"3,213,000","2,409,750","King Street Wireless, L.P.",41,"I-700, LLC",40,"3,090,000",0
73,700 MHz Band,261,WY-BEA098-A,Columbia MO,"10,034,000","10,034,000",CenturyTel Broadband Wireless LLC,72,"King Street Wireless, L.P.",71,"9,648,000",0
73,700 MHz Band,261,WY-BEA099-A,Kansas City MO-KS,"21,282,000","21,282,000",Cellco Partnership d/b/a Verizon Wireless,21,"Bluewater Wireless, L.P.",20,"18,905,000",0
73,700 MHz Band,261,WY-BEA100-A,Des Moines IA-IL-MO,"7,740,000","5,805,000","King Street Wireless, L.P.",24,"Iowa Intelegra Consortium, LLC",23,"7,031,000",0
73,700 MHz Band,261,WY-BEA101-A,Peoria-Pekin IL,"4,063,000","4,063,000",CenturyTel Broadband Wireless LLC,41,"I-700, LLC",40,"3,907,000",0
73,700 MHz Band,261,WY-BEA102-A,Davenport-Moline IA-IL,"1,887,000","1,415,250","King Street Wireless, L.P.",21,"I-700, LLC",20,"1,663,000",0
73,700 MHz Band,261,WY-BEA103-A,Cedar Rapids IA,"1,124,000","1,124,000","Iowa Intelegra Consortium, LLC",64,"PCS Partners, L.P.",63,"1,081,000",0
73,700 MHz Band,261,WY-BEA104-A,Madison WI-IL-IA,"23,037,000","17,277,750","King Street Wireless, L.P.",40,CenturyTel Broadband Wireless LLC,39,"22,151,000",0
73,700 MHz Band,261,WY-BEA105-A,La Crosse WI-MN,"7,150,000","7,150,000",CenturyTel Broadband Wireless LLC,156,"King Street Wireless, L.P.",155,"6,875,000",0
73,700 MHz Band,261,WY-BEA106-A,Rochester MN-IA-WI,"1,545,000","1,158,750","King Street Wireless, L.P.",20,Midwest AWS Limited Partnership,19,"1,405,000",0
73,700 MHz Band,261,WY-BEA107-A,Minneapolis-St. Paul MN-WI-IA,"51,087,000","51,087,000",Cellco Partnership d/b/a Verizon Wireless,17,"Bluewater Wireless, L.P.",16,"42,577,000",0
73,700 MHz Band,261,WY-BEA108-A,Wausau WI,"5,645,000","4,233,750","King Street Wireless, L.P.",40,CenturyTel Broadband Wireless LLC,39,"5,428,000",0
73,700 MHz Band,261,WY-BEA109-A,Duluth-Superior MN-WI,"2,403,000","2,403,000","NSIGHTTEL WIRELESS, LLC",40,CenturyTel Broadband Wireless LLC,39,"2,311,000",0
73,700 MHz Band,261,WY-BEA110-A,Grand Forks ND-MN,"472,000","354,000","Kurian, Thomas K",154,Forum Communications Company,115,"463,000",0
73,700 MHz Band,261,WY-BEA111-A,Minot ND,"318,000","270,300","LL License Holdings, LLC",175,"Kurian, Thomas K",174,"306,000",0
73,700 MHz Band,261,WY-BEA112-A,Bismarck ND-MT-SD,"758,000","644,300","LL License Holdings, LLC",141,"Kurian, Thomas K",140,"725,000",0
73,700 MHz Band,261,WY-BEA113-A,Fargo-Moorhead ND-MN,"834,000","625,500","Kurian, Thomas K",159,"Kurian, Thomas K",158,"807,000",0
73,700 MHz Band,261,WY-BEA114-A,Aberdeen SD,"306,000","260,100",James Valley Cooperative Telephone Company,178,"LL License Holdings, LLC",177,"294,000",0
73,700 MHz Band,261,WY-BEA115-A,Rapid City SD-MT-NE-ND,"805,000","684,250","LL License Holdings, LLC",98,"SAL Spectrum, LLC",97,"774,000",0
73,700 MHz Band,261,WY-BEA116-A,Sioux Falls SD-IA-MN-NE,"976,000","829,600","LL License Holdings, LLC",157,"Kurian, Thomas K",156,"922,000",0
73,700 MHz Band,261,WY-BEA117-A,Sioux City IA-NE-SD,"955,000","811,750","LL License Holdings, LLC",31,"King Street Wireless, L.P.",30,"868,000",0
73,700 MHz Band,261,WY-BEA118-A,Omaha NE-IA-MO,"5,698,000","5,698,000","Cox Wireless, Inc.",51,Continuum 700 LLC,50,"5,482,000",0
73,700 MHz Band,261,WY-BEA119-A,Lincoln NE,"1,608,000","1,608,000",CenturyTel Broadband Wireless LLC,28,"LL License Holdings, LLC",27,"1,345,000",0
73,700 MHz Band,261,WY-BEA120-A,Grand Island NE,"1,784,000","1,338,000","King Street Wireless, L.P.",33,"Glenwood Telephone Membership, Corporation",32,"1,622,000",0
73,700 MHz Band,261,WY-BEA121-A,North Platte NE-CO,"102,000","76,500","King Street Wireless, L.P.",129,"Iowa Intelegra Consortium, LLC",128,"98,000",0
73,700 MHz Band,261,WY-BEA122-A,Wichita KS-OK,"7,801,000","7,801,000","Cox Wireless, Inc.",31,"King Street Wireless, L.P.",30,"7,072,000",0
73,700 MHz Band,261,WY-BEA123-A,Topeka KS,"1,748,000","1,748,000","Cox Wireless, Inc.",31,Cincinnati Bell Wireless LLC,30,"1,547,000",0
73,700 MHz Band,261,WY-BEA124-A,Tulsa OK-KS,"15,618,000","15,618,000","Cox Wireless, Inc.",27,Cellco Partnership d/b/a Verizon Wireless,26,"14,256,000",0
73,700 MHz Band,261,WY-BEA125-A,Oklahoma City OK,"12,177,000","12,177,000",Cellco Partnership d/b/a Verizon Wireless,23,"Bluewater Wireless, L.P.",21,"11,422,000",0
73,700 MHz Band,261,WY-BEA126-A,Western Oklahoma OK,"252,000","252,000","Pioneer Telephone Cooperative, Inc.",26,"Cavalier Wireless, LLC",25,"220,000",0
73,700 MHz Band,261,WY-BEA127-A,Dallas-Fort Worth TX-AR-OK,"171,956,000","171,956,000",Cellco Partnership d/b/a Verizon Wireless,17,QUALCOMM Incorporated,16,"143,297,000",0
73,700 MHz Band,261,WY-BEA128-A,Abilene TX,"927,000","927,000","Central Texas Telephone Investments, LP",160,"Miller, David",159,"892,000",0
73,700 MHz Band,261,WY-BEA129-A,San Angelo TX,"721,000","721,000","Central Texas Telephone Investments, LP",162,"Miller, David",161,"694,000",0
73,700 MHz Band,261,WY-BEA130-A,Austin-San Marcos TX,"17,370,000","17,370,000",Cellco Partnership d/b/a Verizon Wireless,21,"MetroPCS 700 MHz, LLC",20,"15,821,000",0
73,700 MHz Band,261,WY-BEA131-A,Houston-Galveston-Brazoria TX,"53,474,000","53,474,000",Cellco Partnership d/b/a Verizon Wireless,17,"Bluewater Wireless, L.P.",16,"44,562,000",0
73,700 MHz Band,261,WY-BEA132-A,Corpus Christi TX,"829,000","621,750","Cavalier Wireless, LLC",78,"Kurian, Thomas K",77,"802,000",0
73,700 MHz Band,261,WY-BEA133-A,McAllen-Edinburg-Mission TX,"1,161,000","870,750","Cavalier Wireless, LLC",26,Cellco Partnership d/b/a Verizon Wireless,25,"1,055,000",0
73,700 MHz Band,261,WY-BEA134-A,San Antonio TX,"23,043,000","23,043,000",Cellco Partnership d/b/a Verizon Wireless,20,Continuum 700 LLC,19,"19,217,000",0
73,700 MHz Band,261,WY-BEA135-A,Odessa-Midland TX,"1,730,000","1,297,500","Miller, David",161,"Central Texas Telephone Investments, LP",156,"1,696,000",0
73,700 MHz Band,261,WY-BEA136-A,Hobbs NM-TX,"473,000","402,050","PVT Networks, Inc.",27,Cellco Partnership d/b/a Verizon Wireless,26,"406,000",0
73,700 MHz Band,261,WY-BEA137-A,Lubbock TX,0,0,FCC,0,"Xanadoo 700 MHz DE, LLC",89,"721,000",0
73,700 MHz Band,261,WY-BEA138-A,Amarillo TX-NM,"795,000","596,250","Miller, David",76,"SAL Spectrum, LLC",68,"779,000",0
73,700 MHz Band,261,WY-BEA139-A,Santa Fe NM,"1,036,000","1,036,000","SAL Spectrum, LLC",183,"Cavalier Wireless, LLC",182,"1,002,000",0
73,700 MHz Band,261,WY-BEA140-A,Pueblo CO-NM,"967,000","967,000",CenturyTel Broadband Wireless LLC,158,"Miller, David",157,"930,000",0
73,700 MHz Band,261,WY-BEA141-A,Denver-Boulder CO-KS-NE,"38,056,000","38,056,000",Cellco Partnership d/b/a Verizon Wireless,19,"Bluewater Wireless, L.P.",18,"35,068,000",0
73,700 MHz Band,261,WY-BEA142-A,Scottsbluff NE-WY,"282,000","211,500",Hemingford Cooperative Telephone Company,100,"Iowa Intelegra Consortium, LLC",98,"275,000",0
73,700 MHz Band,261,WY-BEA143-A,Casper WY-ID-UT,"3,797,000","3,797,000",Union Telephone Company,27,Cellco Partnership d/b/a Verizon Wireless,26,"3,411,000",0
73,700 MHz Band,261,WY-BEA144-A,Billings MT-WY,"1,457,000","1,457,000","Bresnan Communications, Inc.",135,"Kurian, Thomas K",134,"1,409,000",0
73,700 MHz Band,261,WY-BEA145-A,Great Falls MT,"317,000","317,000","Bresnan Communications, Inc.",88,"Cavalier Wireless, LLC",87,"305,000",0
73,700 MHz Band,261,WY-BEA146-A,Missoula MT,"3,456,000","3,456,000",CenturyTel Broadband Wireless LLC,32,"Bresnan Communications, Inc.",31,"3,145,000",0
73,700 MHz Band,261,WY-BEA147-A,Spokane WA-ID,"4,445,000","3,333,750","Cavalier Wireless, LLC",29,Vulcan Spectrum LLC,28,"4,024,000",0
73,700 MHz Band,261,WY-BEA148-A,Idaho Falls ID-WY,"1,086,000","814,500",Manti Telephone Company,80,"Kurian, Thomas K",79,"1,050,000",0
73,700 MHz Band,261,WY-BEA149-A,Twin Falls ID,"374,000","280,500",Manti Telephone Company,80,"Kurian, Thomas K",79,"362,000",0
73,700 MHz Band,261,WY-BEA150-A,Boise City ID-OR,"3,268,000","2,451,000",Continuum 700 LLC,160,"Cavalier Wireless, LLC",159,"3,142,000",0
73,700 MHz Band,261,WY-BEA151-A,Reno NV-CA,"2,802,000","2,101,500","Triad 700, LLC",183,"Cavalier Wireless, LLC",182,"2,710,000",0
73,700 MHz Band,261,WY-BEA152-A,Salt Lake City-Ogden UT-ID,"15,824,000","11,868,000",Continuum 700 LLC,46,Cellco Partnership d/b/a Verizon Wireless,23,"15,514,000",0
73,700 MHz Band,261,WY-BEA153-A,Las Vegas NV-AZ-UT,"30,974,000","30,974,000","Cox Wireless, Inc.",36,Cellco Partnership d/b/a Verizon Wireless,25,"30,367,000",0
73,700 MHz Band,261,WY-BEA154-A,Flagstaff AZ-UT,"1,475,000","1,475,000","SAL Spectrum, LLC",77,"Triad 700, LLC",55,"1,446,000",0
73,700 MHz Band,261,WY-BEA155-A,Farmington NM-CO,"1,489,000","1,489,000",CenturyTel Broadband Wireless LLC,90,"SAL Spectrum, LLC",89,"1,432,000",0
73,700 MHz Band,261,WY-BEA156-A,Albuquerque NM-AZ,"4,538,000","3,403,500",Continuum 700 LLC,175,"Cavalier Wireless, LLC",174,"4,370,000",0
73,700 MHz Band,261,WY-BEA157-A,El Paso TX-NM,"4,073,000","3,054,750","Miller, David",155,"Cavalier Wireless, LLC",27,"3,993,000",0
73,700 MHz Band,261,WY-BEA158-A,Phoenix-Mesa AZ-NM,"53,042,000","53,042,000","Cox Wireless, Inc.",27,Cellco Partnership d/b/a Verizon Wireless,26,"48,237,000",0
73,700 MHz Band,261,WY-BEA159-A,Tucson AZ,"5,508,000","5,508,000","Cox Wireless, Inc.",73,Continuum 700 LLC,72,"5,296,000",0
73,700 MHz Band,261,WY-BEA160-A,LA-Riverside-Orange Cnty CA-AZ,"580,268,000","580,268,000",Cellco Partnership d/b/a Verizon Wireless,20,QUALCOMM Incorporated,19,"527,421,000",0
73,700 MHz Band,261,WY-BEA161-A,San Diego CA,"84,119,000","84,119,000","Cox Wireless, Inc.",30,Cellco Partnership d/b/a Verizon Wireless,22,"80,112,000",0
73,700 MHz Band,261,WY-BEA162-A,Fresno CA,"15,637,000","15,637,000",Cellco Partnership d/b/a Verizon Wireless,18,"MetroPCS 700 MHz, LLC",17,"13,031,000",0
73,700 MHz Band,261,WY-BEA163-A,San Fran.-Oakland-San Jose CA,"103,697,000","103,697,000",Cellco Partnership d/b/a Verizon Wireless,22,QUALCOMM Incorporated,21,"94,822,000",0
73,700 MHz Band,261,WY-BEA164-A,Sacramento-Yolo CA,"25,353,000","25,353,000",Cellco Partnership d/b/a Verizon Wireless,24,Vulcan Spectrum LLC,23,"23,066,000",0
73,700 MHz Band,261,WY-BEA165-A,Redding CA-OR,"1,144,000","858,000","King Street Wireless, L.P.",104,"Triad 700, LLC",103,"1,101,000",0
73,700 MHz Band,261,WY-BEA166-A,Eugene-Springfield OR-CA,"2,721,000","2,040,750","King Street Wireless, L.P.",36,Vulcan Spectrum LLC,26,"2,668,000",0
73,700 MHz Band,261,WY-BEA167-A,Portland-Salem OR-WA,"43,603,000","43,603,000",Vulcan Spectrum LLC,28,Cellco Partnership d/b/a Verizon Wireless,26,"40,989,000",0
73,700 MHz Band,261,WY-BEA168-A,Pendleton OR-WA,"730,000","730,000",CenturyTel Broadband Wireless LLC,78,"King Street Wireless, L.P.",77,"702,000",0
