Auction_id,Auction_Desc,bip_id,EA,Block,bip_desc,bidder_name,% Disc.,Round of bid,bid_amt,net_bid_amt
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E016-B,E016,B,"Staunton, VA-WV",NextelLice,0%,94,24000,24000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E154-B,E154,B,"Flagstaff, AZ-UT",NextelLice,0%,134,278000,278000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E106-B,E106,B,"Rochester, MN-IA-WI",NextelLice,0%,46,86000,86000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E014-B,E014,B,"Salisbury, MD-DE-VA",NextelLice,0%,146,239000,239000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E095-B,E095,B,"Jonesboro, AR-MO",NextelLice,0%,142,17000,17000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E091-B,E091,B,"Fort Smith, AR-OK",NextelLice,0%,167,16000,16000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E092-B,E092,B,Fayetteville-Springdale-Rogers,NextelLice,0%,120,14000,14000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E120-B,E120,B,"Grand Island, NE",NextelLice,0%,112,20000,20000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E148-B,E148,B,"Idaho Falls, ID-WY",NextelLice,0%,58,340000,340000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E076-B,E076,B,"Greenville, MS",NextelLice,0%,115,74000,74000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E140-B,E140,B,"Pueblo, CO-NM",NextelLice,0%,83,38000,38000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E110-B,E110,B,"Grand Forks, ND-MN",NextelLice,0%,26,73000,73000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E117-B,E117,B,"Sioux City, IA-NE-SD",NextelLice,0%,46,166000,166000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E061-B,E061,B,"Traverse City, MI",NextelLice,0%,163,19000,19000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E093-B,E093,B,"Joplin, MO-KS-OK",NextelLice,0%,19,13000,13000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E058-B,E058,B,"Northern Michigan, MI",NextelLice,0%,163,14000,14000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E105-B,E105,B,"La Crosse, WI-MN",NextelLice,0%,46,105000,105000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E128-B,E128,B,"Abilene, TX",NextelLice,0%,124,23000,23000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E072-B,E072,B,"Paducah, KY-IL",NextelLice,0%,130,24000,24000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E139-B,E139,B,"Santa Fe, NM",NextelLice,0%,140,196000,196000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E115-B,E115,B,"Rapid City, SD-MT-ND-NE",NextelLice,0%,46,189000,189000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E129-B,E129,B,"San Angelo, TX",NextelLice,0%,91,94000,94000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E136-B,E136,B,"Hobbs, NM-TX",NextelLice,0%,168,8500,8500
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E173-B,E173,B,Guam & Northern Mariana Isl.,          ,0%,46,0,0
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E168-B,E168,B,"Pendleton, OR-WA",NevadaWire,35%,162,169000,109850
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E112-B,E112,B,"Bismarck, ND-MT-SD",NextelLice,0%,23,42000,42000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E145-B,E145,B,"Great Falls, MT",NextelLice,0%,140,164000,164000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E155-B,E155,B,"Farmington, NM-CO",NextelLice,0%,130,199000,199000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E126-B,E126,B,"Western Oklahoma, OK",NextelLice,0%,83,17000,17000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E149-B,E149,B,"Twin Falls, ID",NextelLice,0%,58,244000,244000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E111-B,E111,B,"Minot, ND",NextelLice,0%,28,18000,18000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E142-B,E142,B,"Scottsbluff, NE-WY",NextelLice,0%,169,7300,7300
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E114-B,E114,B,"Aberdeen, SD",NextelLice,0%,46,153000,153000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E121-B,E121,B,"North Platte, NE-CO",NextelLice,0%,168,11000,11000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E175-B,E175,B,American Samoa,NextelLice,0%,169,9400,9400
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E010-C,E010,C,New York-No. New Jer.-Long Isl,NextelLice,0%,61,3479000,3479000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E160-C,E160,C,Los Angeles-Riverside-Orange C,NextelLice,0%,47,1351000,1351000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E064-C,E064,C,"Chicago-Gary-Kenosha, IL-IN-WI",NextelLice,0%,82,683000,683000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E163-C,E163,C,San Francisco-Oakland-San Jose,NextelLice,0%,37,509000,509000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E013-C,E013,C,"Washington-Baltimore, DC-MD-VA",NextelLice,0%,57,376000,376000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E003-C,E003,C,Boston-Worcester-Lawrence-Lowe,NextelLice,0%,31,325000,325000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E012-C,E012,C,Philadelphia-Wilmington-Atl. C,NextelLice,0%,57,449000,449000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E057-C,E057,C,"Detroit-Ann Arbor-Flint, MI",NextelLice,0%,79,1110000,1110000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E127-C,E127,C,"Dallas-Fort Worth, TX-AR-OK",NextelLice,0%,36,365000,365000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E131-C,E131,C,"Houston-Galveston-Brazoria, TX",NextelLice,0%,79,761000,761000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E055-C,E055,C,"Cleveland-Akron, OH-PA",NextelLice,0%,33,155000,155000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E031-C,E031,C,"Miami-Fort Lauderdale, FL",NextelLice,0%,49,254000,254000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E040-C,E040,C,"Atlanta, GA-AL-NC",NextelLice,0%,80,261000,261000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E107-C,E107,C,"Minneapolis-St. Paul, MN-WI-IA",NextelLice,0%,47,1032000,1032000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E174-C,E174,C,Puerto Rico & Virgin Isl.,NorthSight,35%,199,2418000,1571700
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E170-C,E170,C,"Seattle-Tacoma-Bremerton, WA",NextelLice,0%,57,133000,133000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E096-C,E096,C,"St. Louis, MO-IL",NextelLice,0%,17,180000,180000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E141-C,E141,C,"Denver-Boulder-Greeley, CO-KS-",NextelLice,0%,61,495000,495000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E053-C,E053,C,"Pittsburgh, PA-WV",NextelLice,0%,45,333000,333000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E030-C,E030,C,"Orlando, FL",NextelLice,0%,79,389000,389000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E067-C,E067,C,"Indianapolis, IN-IL",NextelLice,0%,7,208000,208000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E161-C,E161,C,"San Diego, CA",NextelLice,0%,79,414000,414000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E158-C,E158,C,"Phoenix-Mesa, AZ-NM",NextelLice,0%,45,134000,134000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E167-C,E167,C,"Portland-Salem, OR-WA",NextelLice,0%,54,1355000,1355000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E099-C,E099,C,"Kansas City, MO-KS",NextelLice,0%,16,100000,100000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E063-C,E063,C,"Milwaukee-Racine, WI",NextelLice,0%,79,354000,354000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E051-C,E051,C,"Columbus, OH",NextelLice,0%,16,282000,282000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E034-C,E034,C,Tampa-St. Petersburg-Clearwate,NextelLice,0%,59,97000,97000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E049-C,E049,C,"Cincinnati-Hamilton, OH-KY-IN",NextelLice,0%,65,88000,88000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E071-C,E071,C,"Nashville, TN-KY",NextelLice,0%,65,88000,88000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E164-C,E164,C,"Sacramento-Yolo, CA",NextelLice,0%,54,420000,420000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E006-C,E006,C,"Syracuse, NY-PA",NextelLice,0%,1,58039,58039
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E134-C,E134,C,"San Antonio, TX",NextelLice,0%,1,52260,52260
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E047-C,E047,C,"Lexington, KY-TN-VA-WV",NextelLice,0%,1,51940,51940
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E073-C,E073,C,"Memphis, TN-AR-MS-KY",NextelLice,0%,6,89000,89000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E062-C,E062,C,"Grand Rapids-Muskegon-Holland,",NextelLice,0%,1,50009,50009
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E152-C,E152,C,"Salt Lake City-Ogden, UT-ID",NextelLice,0%,51,441000,441000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E083-C,E083,C,"New Orleans, LA-MS",NextelLice,0%,6,85000,85000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E023-C,E023,C,"Charlotte-Gastonia-Rock Hill,",NextelLice,0%,63,59000,59000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E100-C,E100,C,"Des Moines, IA-IL-MO",NextelLice,0%,46,734000,734000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E018-C,E018,C,Greensboro-Winston-Salem-High,NextelLice,0%,22,82000,82000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E020-C,E020,C,Norfolk-Virginia Beach-Newport,NextelLice,0%,16,212000,212000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E029-C,E029,C,"Jacksonville, FL-GA",NextelLice,0%,6,82000,82000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E125-C,E125,C,"Oklahoma City, OK",NextelLice,0%,1,46522,46522
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E008-C,E008,C,"Buffalo-Niagara Falls, NY-PA",NextelLice,0%,1,45893,45893
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E007-C,E007,C,"Rochester, NY-PA",NextelLice,0%,1,43736,43736
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E078-C,E078,C,"Birmingham, AL",NextelLice,0%,80,122000,122000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E090-C,E090,C,"Little Rock-North Little Rock,",NextelLice,0%,1,43413,43413
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E019-C,E019,C,"Raleigh-Durham-Chapel Hill, NC",NextelLice,0%,22,73000,73000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E077-C,E077,C,"Jackson, MS-AL-LA",NextelLice,0%,80,113000,113000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E070-C,E070,C,"Louisville, KY-IN",NextelLice,0%,1,38736,38736
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E056-C,E056,C,"Toledo, OH",NextelLice,0%,1,38362,38362
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E124-C,E124,C,"Tulsa, OK-KS",NextelLice,0%,1,37790,37790
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E015-C,E015,C,"Richmond-Petersburg, VA",NextelLice,0%,16,165000,165000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E048-C,E048,C,"Charleston, WV-KY-OH",NextelLice,0%,1,35882,35882
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E162-C,E162,C,"Fresno, CA",NextelLice,0%,1,35070,35070
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E005-C,E005,C,"Albany-Schenectady-Troy, NY",NextelLice,0%,114,818000,818000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E050-C,E050,C,"Dayton-Springfield, OH",NextelLice,0%,1,33779,33779
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E172-C,E172,C,"Honolulu, HI",NextelLice,0%,82,534000,534000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E122-C,E122,C,"Wichita, KS-OK",NextelLice,0%,1,32827,32827
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E041-C,E041,C,Greenville-Spartanburg-Anderso,NextelLice,0%,22,56000,56000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E011-C,E011,C,"Harrisburg-Lebanon-Carlisle, P",NextelLice,0%,34,34000,34000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E118-C,E118,C,"Omaha, NE-IA-MO",NextelLice,0%,46,379000,379000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E153-C,E153,C,"Las Vegas, NV-AZ-UT",NextelLice,0%,129,899000,899000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E130-C,E130,C,"Austin-San Marcos, TX",NextelLice,0%,27,714000,714000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E074-C,E074,C,"Huntsville, AL-TN",NextelLice,0%,80,76000,76000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E065-C,E065,C,"Elkhart-Goshen, IN-MI",NextelLice,0%,43,161000,161000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E044-C,E044,C,"Knoxville, TN",NextelLice,0%,216,36000,36000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E104-C,E104,C,"Madison, WI-IA-IL",NextelLice,0%,46,615000,615000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E069-C,E069,C,"Evansville-Henderson, IN-KY-IL",NextelLice,0%,20,103000,103000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E024-C,E024,C,"Columbia, SC",NextelLice,0%,43,157000,157000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E157-C,E157,C,"El Paso, TX-NM",NextelLice,0%,1,24226,24226
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E009-C,E009,C,"State College, PA",NextelLice,0%,49,39000,39000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E159-C,E159,C,"Tucson, AZ",NextelLice,0%,1,23826,23826
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E156-C,E156,C,"Albuquerque, NM-AZ",NextelLice,0%,99,443000,443000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E017-C,E017,C,"Roanoke, VA-NC-WV",NextelLice,0%,57,37000,37000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E021-C,E021,C,"Greenville, NC",NextelLice,0%,222,197000,197000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E025-C,E025,C,"Wilmington, NC-SC",NextelLice,0%,194,110000,110000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E094-C,E094,C,"Springfield, MO",NextelLice,0%,6,42000,42000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E133-C,E133,C,"McAllen-Edinburg-Mission, TX",NextelLice,0%,1,21057,21057
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E002-C,E002,C,"Portland, ME",NextelLice,0%,51,45000,45000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E147-C,E147,C,"Spokane, WA-ID",NextelLice,0%,109,760000,760000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E166-C,E166,C,"Eugene-Springfield, OR-CA",NextelLice,0%,131,393000,393000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E038-C,E038,C,"Macon, GA",NextelLice,0%,160,232000,232000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E066-C,E066,C,"Fort Wayne, IN",NextelLice,0%,43,166000,166000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E084-C,E084,C,"Baton Rouge, LA-MS",NextelLice,0%,6,35000,35000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E043-C,E043,C,"Chattanooga, TN-GA",NextelLice,0%,202,274000,274000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E059-C,E059,C,"Green Bay, WI-MI",NextelLice,0%,31,173000,173000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E033-C,E033,C,"Sarasota-Bradenton, FL",NextelLice,0%,146,82000,82000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E068-C,E068,C,"Champaign-Urbana, IL",NextelLice,0%,11,38000,38000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E035-C,E035,C,"Tallahassee, FL-GA",NextelLice,0%,230,1351000,1351000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E080-C,E080,C,"Mobile, AL",NextelLice,0%,95,212000,212000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E075-C,E075,C,"Tupelo, MS-AL-TN",NextelLice,0%,80,48000,48000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E004-C,E004,C,"Burlington, VT-NY",NextelLice,0%,49,278000,278000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E088-C,E088,C,"Shreveport-Bossier City, LA-AR",NextelLice,0%,214,92000,92000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E085-C,E085,C,"Lafayette, LA",NextelLice,0%,99,22000,22000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E028-C,E028,C,"Savannah, GA-SC",NextelLice,0%,107,210000,210000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E171-C,E171,C,"Anchorage, AK",NextelLice,0%,34,698000,698000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E102-C,E102,C,"Davenport-Moline-Rock Island,",NextelLice,0%,46,231000,231000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E169-C,E169,C,"Richland-Kennewick-Pasco, WA",NextelLice,0%,109,562000,562000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E026-C,E026,C,"Charleston-North Charleston, S",NextelLice,0%,160,38000,38000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E027-C,E027,C,"Augusta-Aiken, GA-SC",NextelLice,0%,107,302000,302000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E001-C,E001,C,"Bangor, ME",NextelLice,0%,33,31000,31000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E045-C,E045,C,Johnson City-Kingsport-Bristol,NextelLice,0%,91,173000,173000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E101-C,E101,C,"Peoria-Pekin, IL",NextelLice,0%,30,238000,238000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E086-C,E086,C,"Lake Charles, LA",NextelLice,0%,119,33000,33000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E081-C,E081,C,"Pensacola, FL",NextelLice,0%,150,491000,491000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E054-C,E054,C,"Erie, PA",NextelLice,0%,140,25000,25000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E151-C,E151,C,"Reno, NV-CA",NextelLice,0%,152,2735000,2735000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E132-C,E132,C,"Corpus Christi, TX",NextelLice,0%,71,34000,34000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E097-C,E097,C,"Springfield, IL-MO",NextelLice,0%,47,58000,58000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E032-C,E032,C,"Fort Myers-Cape Coral, FL",NextelLice,0%,222,228000,228000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E116-C,E116,C,"Sioux Falls, SD-IA-MN-NE",NextelLice,0%,46,367000,367000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E022-C,E022,C,"Fayetteville, NC",NextelLice,0%,43,95000,95000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E108-C,E108,C,"Wausau, WI",NextelLice,0%,15,32000,32000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E039-C,E039,C,"Columbus, GA-AL",NextelLice,0%,162,986000,986000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E138-C,E138,C,"Amarillo, TX-NM",NextelLice,0%,64,21000,21000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E046-C,E046,C,"Hickory-Morganton, NC-TN",NextelLice,0%,152,28000,28000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E123-C,E123,C,"Topeka, KS",NextelLice,0%,123,23000,23000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E079-C,E079,C,"Montgomery, AL",NextelLice,0%,156,770000,770000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E087-C,E087,C,"Beaumont-Port Arthur, TX",NextelLice,0%,136,17000,17000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E037-C,E037,C,"Albany, GA",NextelLice,0%,113,676000,676000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E150-C,E150,C,"Boise City, ID-OR",NextelLice,0%,109,638000,638000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E135-C,E135,C,"Odessa-Midland, TX",NextelLice,0%,85,38000,38000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E143-C,E143,C,"Casper, WY-ID-UT",NextelLice,0%,101,397000,397000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E060-C,E060,C,"Appleton-Oshkosh-Neenah, WI",NextelLice,0%,31,102000,102000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E042-C,E042,C,"Asheville, NC",NextelLice,0%,216,31000,31000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E144-C,E144,C,"Billings, MT-WY",NextelLice,0%,166,763000,763000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E137-C,E137,C,"Lubbock, TX",NextelLice,0%,83,77000,77000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E113-C,E113,C,"Fargo-Moorhead, ND-MN",NextelLice,0%,27,245000,245000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E052-C,E052,C,"Wheeling, WV-OH",NextelLice,0%,51,63000,63000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E119-C,E119,C,"Lincoln, NE",NextelLice,0%,46,156000,156000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E103-C,E103,C,"Cedar Rapids, IA",NextelLice,0%,46,167000,167000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E109-C,E109,C,"Duluth-Superior, MN-WI",NextelLice,0%,46,142000,142000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E082-C,E082,C,"Biloxi-Gulfport-Pascagoula, MS",NextelLice,0%,91,117000,117000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E146-C,E146,C,"Missoula, MT",NextelLice,0%,101,591000,591000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E089-C,E089,C,"Monroe, LA",NextelLice,0%,214,103000,103000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E098-C,E098,C,"Columbia, MO",NextelLice,0%,43,647000,647000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E165-C,E165,C,"Redding, CA-OR",NextelLice,0%,160,647000,647000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E036-C,E036,C,"Dothan, AL-FL-GA",NextelLice,0%,232,624000,624000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E016-C,E016,C,"Staunton, VA-WV",NextelLice,0%,73,24000,24000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E154-C,E154,C,"Flagstaff, AZ-UT",NextelLice,0%,95,312000,312000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E106-C,E106,C,"Rochester, MN-IA-WI",NextelLice,0%,46,103000,103000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E014-C,E014,C,"Salisbury, MD-DE-VA",NextelLice,0%,158,62000,62000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E095-C,E095,C,"Jonesboro, AR-MO",NextelLice,0%,142,15000,15000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E091-C,E091,C,"Fort Smith, AR-OK",NextelLice,0%,144,15000,15000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E092-C,E092,C,Fayetteville-Springdale-Rogers,NextelLice,0%,156,22000,22000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E120-C,E120,C,"Grand Island, NE",NextelLice,0%,58,10000,10000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E148-C,E148,C,"Idaho Falls, ID-WY",NextelLice,0%,101,611000,611000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E076-C,E076,C,"Greenville, MS",NextelLice,0%,119,24000,24000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E140-C,E140,C,"Pueblo, CO-NM",NextelLice,0%,27,60000,60000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E110-C,E110,C,"Grand Forks, ND-MN",NextelLice,0%,25,110000,110000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E117-C,E117,C,"Sioux City, IA-NE-SD",NextelLice,0%,46,198000,198000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E061-C,E061,C,"Traverse City, MI",NextelLice,0%,159,23000,23000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E093-C,E093,C,"Joplin, MO-KS-OK",NextelLice,0%,135,20000,20000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E058-C,E058,C,"Northern Michigan, MI",NextelLice,0%,154,23000,23000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E105-C,E105,C,"La Crosse, WI-MN",NextelLice,0%,46,117000,117000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E128-C,E128,C,"Abilene, TX",NextelLice,0%,119,24000,24000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E072-C,E072,C,"Paducah, KY-IL",NextelLice,0%,74,23000,23000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E139-C,E139,C,"Santa Fe, NM",NextelLice,0%,139,288000,288000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E115-C,E115,C,"Rapid City, SD-MT-ND-NE",NextelLice,0%,46,175000,175000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E129-C,E129,C,"San Angelo, TX",NextelLice,0%,93,67000,67000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E136-C,E136,C,"Hobbs, NM-TX",NextelLice,0%,172,12000,12000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E173-C,E173,C,Guam & Northern Mariana Isl.,ComPacfic ,35%,36,736000,478400
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E168-C,E168,C,"Pendleton, OR-WA",NextelLice,0%,109,291000,291000
16,800 MHz Specialized Mobile Radio Service (SMR),YC-E112-C,E112,C,"Bismarck, ND-MT-SD",NextelLice,0%,28,81000,81000
