auction_id,auction_description,round,item_name,item_description,pwb_amount,net_pwb_amount,pw_bidder,round_of_pwb,previous_pw_bidder,round_of_previous_pwb,previous_pwb_amount,previous_net_pwb_amount
96,H Block,167,AH-BEA026-H,Charleston-North Charleston SC,"2,522,000","2,522,000",American H Block Wireless L.L.C.,91,American H Block Wireless L.L.C.,84,"2,291,000","2,291,000"
96,H Block,167,AH-BEA027-H,Augusta-Aiken GA-SC,"2,321,000","2,321,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"2,086,000","2,086,000"
96,H Block,167,AH-BEA028-H,Savannah GA-SC,"3,144,000","3,144,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,91,"2,858,000","2,858,000"
96,H Block,167,AH-BEA029-H,Jacksonville FL-GA,"7,496,000","7,496,000",American H Block Wireless L.L.C.,65,"Persons, Thomas E",64,"6,208,000","4,656,000"
96,H Block,167,AH-BEA030-H,Orlando FL,"18,624,000","18,624,000",American H Block Wireless L.L.C.,35,CTM Spectrum LLC,30,"16,842,000","16,842,000"
96,H Block,167,AH-BEA031-H,Miami-Fort Lauderdale FL,"39,880,000","39,880,000",American H Block Wireless L.L.C.,51,CTM Spectrum LLC,41,"36,251,000","36,251,000"
96,H Block,167,AH-BEA032-H,Fort Myers-Cape Coral FL,"3,283,000","3,283,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,96,"2,980,000","2,980,000"
96,H Block,167,AH-BEA033-H,Sarasota-Bradenton FL,"3,226,000","3,226,000",American H Block Wireless L.L.C.,91,American H Block Wireless L.L.C.,84,"2,930,000","2,930,000"
96,H Block,167,AH-BEA034-H,Tampa-St. Petersburg FL,"29,687,000","29,687,000",American H Block Wireless L.L.C.,16,CTM Spectrum LLC,15,"24,755,000","24,755,000"
96,H Block,167,AH-BEA035-H,Tallahassee FL-GA,"3,993,000","3,993,000",American H Block Wireless L.L.C.,106,"Spotlight Media Corp., Inc.",105,"3,289,000","2,466,750"
96,H Block,167,AH-BEA036-H,Dothan AL-FL-GA,"1,621,000","1,621,000",American H Block Wireless L.L.C.,108,American H Block Wireless L.L.C.,106,"1,441,000","1,441,000"
96,H Block,167,AH-BEA037-H,Albany GA,"1,856,000","1,856,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"1,668,000","1,668,000"
96,H Block,167,AH-BEA038-H,Macon GA,"3,415,000","3,415,000",American H Block Wireless L.L.C.,106,American H Block Wireless L.L.C.,102,"2,940,000","2,940,000"
96,H Block,167,AH-BEA039-H,Columbus GA-AL,"2,115,000","2,115,000",American H Block Wireless L.L.C.,106,American H Block Wireless L.L.C.,91,"1,923,000","1,923,000"
96,H Block,167,AH-BEA040-H,Atlanta GA-AL-NC,"34,459,000","34,459,000",American H Block Wireless L.L.C.,43,CTM Spectrum LLC,41,"30,127,000","30,127,000"
96,H Block,167,AH-BEA041-H,Greenville-Spartanburg SC-NC,"6,101,000","6,101,000",American H Block Wireless L.L.C.,94,American H Block Wireless L.L.C.,91,"5,468,000","5,468,000"
96,H Block,167,AH-BEA042-H,Asheville NC,"2,424,000","2,424,000",American H Block Wireless L.L.C.,110,American H Block Wireless L.L.C.,106,"2,190,000","2,190,000"
96,H Block,167,AH-BEA043-H,Chattanooga TN-GA,"2,794,000","2,794,000",American H Block Wireless L.L.C.,91,American H Block Wireless L.L.C.,84,"2,536,000","2,536,000"
96,H Block,167,AH-BEA044-H,Knoxville TN,"4,818,000","4,818,000",American H Block Wireless L.L.C.,88,"Persons, Thomas E",87,"4,185,000","3,138,750"
96,H Block,167,AH-BEA045-H,Johnson City-Kingsport TN-VA,"2,425,000","2,425,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,91,"2,204,000","2,204,000"
96,H Block,167,AH-BEA046-H,Hickory-Morganton NC-TN,"1,680,000","1,680,000",American H Block Wireless L.L.C.,92,American H Block Wireless L.L.C.,88,"1,446,000","1,446,000"
96,H Block,167,AH-BEA047-H,Lexington KY-TN-VA-WV,"5,846,000","5,846,000",American H Block Wireless L.L.C.,81,American H Block Wireless L.L.C.,74,"5,311,000","5,311,000"
96,H Block,167,AH-BEA048-H,Charleston WV-KY-OH,"4,596,000","4,596,000",American H Block Wireless L.L.C.,106,American H Block Wireless L.L.C.,102,"4,154,000","4,154,000"
96,H Block,167,AH-BEA049-H,Cincinnati-Hamilton OH-KY-IN,"6,583,000","6,583,000",American H Block Wireless L.L.C.,57,"Persons, Thomas E",56,"5,724,000","4,293,000"
96,H Block,167,AH-BEA050-H,Dayton-Springfield OH,"3,773,000","3,773,000",American H Block Wireless L.L.C.,84,American H Block Wireless L.L.C.,79,"3,420,000","3,420,000"
96,H Block,167,AH-BEA051-H,Columbus OH,"8,361,000","8,361,000",American H Block Wireless L.L.C.,76,"Persons, Thomas E",75,"7,270,000","5,452,500"
96,H Block,167,AH-BEA052-H,Wheeling WV-OH,"861,000","861,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,163,"749,000","749,000"
96,H Block,167,AH-BEA053-H,Pittsburgh PA-WV,"7,932,000","7,932,000",American H Block Wireless L.L.C.,76,American H Block Wireless L.L.C.,64,"7,211,000","7,211,000"
96,H Block,167,AH-BEA054-H,Erie PA,"2,730,000","2,730,000",American H Block Wireless L.L.C.,163,"Spotlight Media Corp., Inc.",162,"2,064,000","1,548,000"
96,H Block,167,AH-BEA055-H,Cleveland-Akron OH-PA,"10,254,000","10,254,000",American H Block Wireless L.L.C.,67,"Persons, Thomas E",66,"8,492,000","6,369,000"
96,H Block,167,AH-BEA056-H,Toledo OH,"5,027,000","5,027,000",American H Block Wireless L.L.C.,106,American H Block Wireless L.L.C.,102,"4,544,000","4,544,000"
96,H Block,167,AH-BEA057-H,Detroit-Ann Arbor-Flint MI,"25,230,000","25,230,000",American H Block Wireless L.L.C.,40,American H Block Wireless L.L.C.,37,"20,389,000","20,389,000"
96,H Block,167,AH-BEA058-H,Northern Michigan MI,"624,000","624,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,114,"567,000","567,000"
96,H Block,167,AH-BEA059-H,Green Bay WI-MI,"2,573,000","2,573,000",American H Block Wireless L.L.C.,77,"PCS Partners, L.P.",75,"2,260,000","2,260,000"
96,H Block,167,AH-BEA060-H,Appleton-Oshkosh-Neenah WI,"2,168,000","2,168,000",American H Block Wireless L.L.C.,78,"PCS Partners, L.P.",75,"1,948,000","1,948,000"
96,H Block,167,AH-BEA061-H,Traverse City MI,"761,000","761,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,114,"692,000","692,000"
96,H Block,167,AH-BEA062-H,Grand Rapids-Muskegon MI,"5,764,000","5,764,000",American H Block Wireless L.L.C.,77,American H Block Wireless L.L.C.,72,"5,221,000","5,221,000"
96,H Block,167,AH-BEA063-H,Milwaukee-Racine WI,"8,170,000","8,170,000",American H Block Wireless L.L.C.,40,American H Block Wireless L.L.C.,37,"7,300,000","7,300,000"
96,H Block,167,AH-BEA064-H,Chicago-Gary-Kenosha IL-IN-WI,"95,973,000","95,973,000",American H Block Wireless L.L.C.,166,American H Block Wireless L.L.C.,20,"87,248,000","87,248,000"
96,H Block,167,AH-BEA065-H,Elkhart-Goshen IN-MI,"2,990,000","2,990,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,88,"2,718,000","2,718,000"
96,H Block,167,AH-BEA066-H,Fort Wayne IN,"4,033,000","4,033,000",American H Block Wireless L.L.C.,135,"Spotlight Media Corp., Inc.",134,"3,477,000","2,607,750"
96,H Block,167,AH-BEA067-H,Indianapolis IN-IL,"9,698,000","9,698,000",American H Block Wireless L.L.C.,71,"Persons, Thomas E",70,"8,429,000","6,321,750"
96,H Block,167,AH-BEA068-H,Champaign-Urbana IL,"1,915,000","1,915,000",American H Block Wireless L.L.C.,88,American H Block Wireless L.L.C.,81,"1,656,000","1,656,000"
96,H Block,167,AH-BEA069-H,Evansville-Henderson IN-KY-IL,"2,474,000","2,474,000",American H Block Wireless L.L.C.,88,American H Block Wireless L.L.C.,83,"1,940,000","1,940,000"
96,H Block,167,AH-BEA070-H,Louisville KY-IN,"4,823,000","4,823,000",American H Block Wireless L.L.C.,78,American H Block Wireless L.L.C.,73,"4,366,000","4,366,000"
96,H Block,167,AH-BEA071-H,Nashville TN-KY,"6,067,000","6,067,000",American H Block Wireless L.L.C.,40,CTM Spectrum LLC,39,"5,275,000","5,275,000"
96,H Block,167,AH-BEA072-H,Paducah KY-IL,"567,000","567,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,114,"515,000","515,000"
96,H Block,167,AH-BEA073-H,Memphis TN-AR-MS-KY,"5,758,000","5,758,000",American H Block Wireless L.L.C.,40,American H Block Wireless L.L.C.,38,"3,616,000","3,616,000"
96,H Block,167,AH-BEA074-H,Huntsville AL-TN,"4,040,000","4,040,000",American H Block Wireless L.L.C.,88,American H Block Wireless L.L.C.,84,"3,649,000","3,649,000"
96,H Block,167,AH-BEA075-H,Tupelo MS-AL-TN,"1,949,000","1,949,000",American H Block Wireless L.L.C.,112,American H Block Wireless L.L.C.,102,"1,772,000","1,772,000"
96,H Block,167,AH-BEA076-H,Greenville MS,"559,000","559,000",American H Block Wireless L.L.C.,114,American H Block Wireless L.L.C.,98,"508,000","508,000"
96,H Block,167,AH-BEA077-H,Jackson MS-AL-LA,"5,070,000","5,070,000",American H Block Wireless L.L.C.,84,American H Block Wireless L.L.C.,81,"4,557,000","4,557,000"
96,H Block,167,AH-BEA078-H,Birmingham AL,"5,088,000","5,088,000",American H Block Wireless L.L.C.,78,American H Block Wireless L.L.C.,73,"4,606,000","4,606,000"
96,H Block,167,AH-BEA079-H,Montgomery AL,"1,731,000","1,731,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,84,"1,574,000","1,574,000"
96,H Block,167,AH-BEA080-H,Mobile AL,"3,174,000","3,174,000",American H Block Wireless L.L.C.,40,American H Block Wireless L.L.C.,39,"1,913,000","1,913,000"
96,H Block,167,AH-BEA081-H,Pensacola FL,"2,421,000","2,421,000",American H Block Wireless L.L.C.,84,American H Block Wireless L.L.C.,81,"2,176,000","2,176,000"
96,H Block,167,AH-BEA082-H,Biloxi-Gulfport-Pascagoula MS,"1,660,000","1,660,000",American H Block Wireless L.L.C.,106,American H Block Wireless L.L.C.,102,"1,429,000","1,429,000"
96,H Block,167,AH-BEA083-H,New Orleans LA-MS,"6,911,000","6,911,000",American H Block Wireless L.L.C.,86,"Persons, Thomas E",84,"6,137,000","4,602,750"
96,H Block,167,AH-BEA084-H,Baton Rouge LA-MS,"3,578,000","3,578,000",American H Block Wireless L.L.C.,94,American H Block Wireless L.L.C.,87,"3,250,000","3,250,000"
96,H Block,167,AH-BEA085-H,Lafayette LA,"2,034,000","2,034,000",American H Block Wireless L.L.C.,84,American H Block Wireless L.L.C.,81,"1,827,000","1,827,000"
96,H Block,167,AH-BEA086-H,Lake Charles LA,"2,199,000","2,199,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,91,"1,999,000","1,999,000"
96,H Block,167,AH-BEA087-H,Beaumont-Port Arthur TX,"1,957,000","1,957,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,88,"1,779,000","1,779,000"
96,H Block,167,AH-BEA088-H,Shreveport-Bossier City LA-AR,"2,969,000","2,969,000",American H Block Wireless L.L.C.,110,"Spotlight Media Corp., Inc.",109,"2,567,000","1,925,250"
96,H Block,167,AH-BEA089-H,Monroe LA,"817,000","817,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"734,000","734,000"
96,H Block,167,AH-BEA090-H,Little Rock AR,"7,030,000","7,030,000",American H Block Wireless L.L.C.,83,"Persons, Thomas E",82,"5,980,000","4,485,000"
96,H Block,167,AH-BEA091-H,Fort Smith AR-OK,"1,235,000","1,235,000",American H Block Wireless L.L.C.,112,American H Block Wireless L.L.C.,102,"1,123,000","1,123,000"
96,H Block,167,AH-BEA092-H,Fayetteville AR-MO-OK,"1,819,000","1,819,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,84,"1,654,000","1,654,000"
96,H Block,167,AH-BEA093-H,Joplin MO-KS-OK,"797,000","797,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,163,"693,000","693,000"
96,H Block,167,AH-BEA094-H,Springfield MO,"3,159,000","3,159,000",American H Block Wireless L.L.C.,84,American H Block Wireless L.L.C.,79,"2,862,000","2,862,000"
96,H Block,167,AH-BEA095-H,Jonesboro AR-MO,"848,000","848,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,163,"737,000","737,000"
96,H Block,167,AH-BEA096-H,St. Louis MO-IL,"11,513,000","11,513,000",American H Block Wireless L.L.C.,40,CTM Spectrum LLC,39,"10,008,000","10,008,000"
96,H Block,167,AH-BEA097-H,Springfield IL-MO,"1,762,000","1,762,000",American H Block Wireless L.L.C.,95,"Gates, David M",93,"1,548,000","1,161,000"
96,H Block,167,AH-BEA098-H,Columbia MO,"1,655,000","1,655,000",American H Block Wireless L.L.C.,102,American H Block Wireless L.L.C.,91,"1,504,000","1,504,000"
96,H Block,167,AH-BEA099-H,Kansas City MO-KS,"8,254,000","8,254,000",American H Block Wireless L.L.C.,166,American H Block Wireless L.L.C.,61,"7,504,000","7,504,000"
96,H Block,167,AH-BEA100-H,Des Moines IA-IL-MO,"6,333,000","6,333,000",American H Block Wireless L.L.C.,77,"Gates, David M",76,"5,507,000","4,130,250"
96,H Block,167,AH-BEA101-H,Peoria-Pekin IL,"1,703,000","1,703,000",American H Block Wireless L.L.C.,94,"Gates, David M",93,"1,481,000","1,110,750"
96,H Block,167,AH-BEA102-H,Davenport-Moline IA-IL,"1,812,000","1,812,000",American H Block Wireless L.L.C.,92,American H Block Wireless L.L.C.,86,"1,644,000","1,644,000"
96,H Block,167,AH-BEA103-H,Cedar Rapids IA,"1,471,000","1,471,000",American H Block Wireless L.L.C.,112,American H Block Wireless L.L.C.,81,"1,337,000","1,337,000"
96,H Block,167,AH-BEA104-H,Madison WI-IL-IA,"3,324,000","3,324,000",American H Block Wireless L.L.C.,77,American H Block Wireless L.L.C.,72,"3,009,000","3,009,000"
96,H Block,167,AH-BEA105-H,La Crosse WI-MN,"1,115,000","1,115,000",American H Block Wireless L.L.C.,106,American H Block Wireless L.L.C.,76,"1,014,000","1,014,000"
96,H Block,167,AH-BEA106-H,Rochester MN-IA-WI,"1,151,000","1,151,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"1,035,000","1,035,000"
96,H Block,167,AH-BEA107-H,Minneapolis-St. Paul MN-WI-IA,"17,763,000","17,763,000",American H Block Wireless L.L.C.,40,American H Block Wireless L.L.C.,29,"16,147,000","16,147,000"
96,H Block,167,AH-BEA108-H,Wausau WI,"1,986,000","1,986,000",American H Block Wireless L.L.C.,60,"PCS Partners, L.P.",59,"1,382,000","1,382,000"
96,H Block,167,AH-BEA109-H,Duluth-Superior MN-WI,"1,103,000","1,103,000",American H Block Wireless L.L.C.,92,American H Block Wireless L.L.C.,74,"1,003,000","1,003,000"
96,H Block,167,AH-BEA110-H,Grand Forks ND-MN,"491,000","491,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,160,"444,000","444,000"
96,H Block,167,AH-BEA111-H,Minot ND,"404,000","404,000",American H Block Wireless L.L.C.,152,American H Block Wireless L.L.C.,144,"367,000","367,000"
96,H Block,167,AH-BEA112-H,Bismarck ND-MT-SD,"507,000","507,000",American H Block Wireless L.L.C.,157,"Spotlight Media Corp., Inc.",156,"441,000","330,750"
96,H Block,167,AH-BEA113-H,Fargo-Moorhead ND-MN,"1,623,000","1,623,000",American H Block Wireless L.L.C.,155,"Spotlight Media Corp., Inc.",154,"1,367,000","1,025,250"
96,H Block,167,AH-BEA114-H,Aberdeen SD,"456,000","456,000",American H Block Wireless L.L.C.,163,American H Block Wireless L.L.C.,156,"414,000","414,000"
96,H Block,167,AH-BEA115-H,Rapid City SD-MT-NE-ND,"914,000","914,000",American H Block Wireless L.L.C.,161,"Spotlight Media Corp., Inc.",160,"568,000","426,000"
96,H Block,167,AH-BEA116-H,Sioux Falls SD-IA-MN-NE,"1,722,000","1,722,000",American H Block Wireless L.L.C.,141,"Spotlight Media Corp., Inc.",140,"1,497,000","1,122,750"
96,H Block,167,AH-BEA117-H,Sioux City IA-NE-SD,"989,000","989,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"889,000","889,000"
96,H Block,167,AH-BEA118-H,Omaha NE-IA-MO,"3,588,000","3,588,000",American H Block Wireless L.L.C.,78,"Spotlight Media Corp., Inc.",77,"3,119,000","2,339,250"
96,H Block,167,AH-BEA119-H,Lincoln NE,"3,319,000","3,319,000",American H Block Wireless L.L.C.,145,"Spotlight Media Corp., Inc.",144,"2,886,000","2,164,500"
96,H Block,167,AH-BEA120-H,Grand Island NE,"782,000","782,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"703,000","703,000"
96,H Block,167,AH-BEA121-H,North Platte NE-CO,"386,000","386,000",American H Block Wireless L.L.C.,148,American H Block Wireless L.L.C.,138,"351,000","351,000"
96,H Block,167,AH-BEA122-H,Wichita KS-OK,"5,481,000","5,481,000",American H Block Wireless L.L.C.,94,American H Block Wireless L.L.C.,91,"4,899,000","4,899,000"
96,H Block,167,AH-BEA123-H,Topeka KS,"1,526,000","1,526,000",American H Block Wireless L.L.C.,85,American H Block Wireless L.L.C.,84,"1,285,000","1,285,000"
96,H Block,167,AH-BEA124-H,Tulsa OK-KS,"5,075,000","5,075,000",American H Block Wireless L.L.C.,77,"Persons, Thomas E",76,"4,404,000","3,303,000"
96,H Block,167,AH-BEA125-H,Oklahoma City OK,"6,286,000","6,286,000",American H Block Wireless L.L.C.,73,"Persons, Thomas E",72,"5,466,000","4,099,500"
96,H Block,167,AH-BEA126-H,Western Oklahoma OK,"430,000","430,000",American H Block Wireless L.L.C.,158,American H Block Wireless L.L.C.,114,"391,000","391,000"
96,H Block,167,AH-BEA127-H,Dallas-Fort Worth TX-AR-OK,"55,477,000","55,477,000",American H Block Wireless L.L.C.,36,CTM Spectrum LLC,34,"49,313,000","49,313,000"
96,H Block,167,AH-BEA128-H,Abilene TX,"1,186,000","1,186,000",American H Block Wireless L.L.C.,159,"Spotlight Media Corp., Inc.",158,"1,031,000","773,250"
96,H Block,167,AH-BEA129-H,San Angelo TX,"1,101,000","1,101,000",American H Block Wireless L.L.C.,120,"Spotlight Media Corp., Inc.",119,"912,000","684,000"
96,H Block,167,AH-BEA130-H,Austin-San Marcos TX,"5,724,000","5,724,000",American H Block Wireless L.L.C.,70,American H Block Wireless L.L.C.,67,"5,145,000","5,145,000"
96,H Block,167,AH-BEA131-H,Houston-Galveston-Brazoria TX,"31,029,000","31,029,000",American H Block Wireless L.L.C.,49,CTM Spectrum LLC,42,"28,186,000","28,186,000"
96,H Block,167,AH-BEA132-H,Corpus Christi TX,"4,551,000","4,551,000",American H Block Wireless L.L.C.,137,"Spotlight Media Corp., Inc.",136,"3,957,000","2,967,750"
96,H Block,167,AH-BEA133-H,McAllen-Edinburg-Mission TX,"6,491,000","6,491,000",American H Block Wireless L.L.C.,112,"Spotlight Media Corp., Inc.",111,"5,637,000","4,227,750"
96,H Block,167,AH-BEA134-H,San Antonio TX,"9,225,000","9,225,000",American H Block Wireless L.L.C.,69,"Persons, Thomas E",68,"8,022,000","6,016,500"
96,H Block,167,AH-BEA135-H,Odessa-Midland TX,"2,145,000","2,145,000",American H Block Wireless L.L.C.,123,"Spotlight Media Corp., Inc.",122,"1,865,000","1,398,750"
96,H Block,167,AH-BEA136-H,Hobbs NM-TX,"734,000","734,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,163,"595,000","595,000"
96,H Block,167,AH-BEA137-H,Lubbock TX,"2,499,000","2,499,000",American H Block Wireless L.L.C.,143,"Spotlight Media Corp., Inc.",142,"2,173,000","1,629,750"
96,H Block,167,AH-BEA138-H,Amarillo TX-NM,"3,634,000","3,634,000",American H Block Wireless L.L.C.,139,"Spotlight Media Corp., Inc.",138,"3,160,000","2,370,000"
96,H Block,167,AH-BEA139-H,Santa Fe NM,"998,000","998,000",American H Block Wireless L.L.C.,86,"PCS Partners, L.P.",85,"865,000","865,000"
96,H Block,167,AH-BEA140-H,Pueblo CO-NM,"1,320,000","1,320,000",American H Block Wireless L.L.C.,151,"Spotlight Media Corp., Inc.",150,"1,103,000","827,250"
96,H Block,167,AH-BEA141-H,Denver-Boulder CO-KS-NE,"20,057,000","20,057,000",American H Block Wireless L.L.C.,53,CTM Spectrum LLC,48,"18,155,000","18,155,000"
96,H Block,167,AH-BEA142-H,Scottsbluff NE-WY,"418,000","418,000",American H Block Wireless L.L.C.,154,American H Block Wireless L.L.C.,146,"380,000","380,000"
96,H Block,167,AH-BEA143-H,Casper WY-ID-UT,"1,491,000","1,491,000",American H Block Wireless L.L.C.,112,American H Block Wireless L.L.C.,102,"1,355,000","1,355,000"
96,H Block,167,AH-BEA144-H,Billings MT-WY,"1,420,000","1,420,000",American H Block Wireless L.L.C.,114,American H Block Wireless L.L.C.,92,"1,291,000","1,291,000"
96,H Block,167,AH-BEA145-H,Great Falls MT,"572,000","572,000",American H Block Wireless L.L.C.,114,American H Block Wireless L.L.C.,92,"520,000","520,000"
96,H Block,167,AH-BEA146-H,Missoula MT,"862,000","862,000",American H Block Wireless L.L.C.,81,American H Block Wireless L.L.C.,76,"600,000","600,000"
96,H Block,167,AH-BEA147-H,Spokane WA-ID,"5,245,000","5,245,000",American H Block Wireless L.L.C.,104,"Spotlight Media Corp., Inc.",103,"4,415,000","3,311,250"
96,H Block,167,AH-BEA148-H,Idaho Falls ID-WY,"1,109,000","1,109,000",American H Block Wireless L.L.C.,13,Syringa Wireless LLC,12,"924,000","924,000"
96,H Block,167,AH-BEA149-H,Twin Falls ID,"619,000","619,000",American H Block Wireless L.L.C.,164,American H Block Wireless L.L.C.,114,"563,000","563,000"
96,H Block,167,AH-BEA150-H,Boise City ID-OR,"3,773,000","3,773,000",American H Block Wireless L.L.C.,108,"Spotlight Media Corp., Inc.",107,"3,207,000","2,405,250"
96,H Block,167,AH-BEA151-H,Reno NV-CA,"3,162,000","3,162,000",American H Block Wireless L.L.C.,103,American H Block Wireless L.L.C.,102,"2,748,000","2,748,000"
96,H Block,167,AH-BEA152-H,Salt Lake City-Ogden UT-ID,"7,087,000","7,087,000",American H Block Wireless L.L.C.,55,"Persons, Thomas E",54,"6,163,000","4,622,250"
96,H Block,167,AH-BEA153-H,Las Vegas NV-AZ-UT,"10,295,000","10,295,000",American H Block Wireless L.L.C.,31,CTM Spectrum LLC,30,"8,531,000","8,531,000"
96,H Block,167,AH-BEA154-H,Flagstaff AZ-UT,"1,139,000","1,139,000",American H Block Wireless L.L.C.,117,American H Block Wireless L.L.C.,114,"1,024,000","1,024,000"
