Auction_id,Auction_Desc,round_num,bidder_id,bidder_name,bip_name,bip_desc,bid_rnd_num,net_bid_amt,bid_amt
65,800 MHz Air-Ground Radiotelephone Service,144,14830616,AC BidCo LLC,CJ-NWA255-C,Nationwide,37,"31,319,000","31,319,000"
65,800 MHz Air-Ground Radiotelephone Service,144,4305223,"LiveTV, LLC",CJ-NWA255-D,Nationwide,120,"7,020,000","7,020,000"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
